Date,Year,Month,Quarter,Product_Category,Region,Sales,Units_Sold,Marketing_Spend,Promotions,Price_Per_Unit,Customer_Count,Previous_Month_Sales
2017-07,2017,7,3,Clothing,North,49868,596,4776,2,83.67,177,0
2017-07,2017,7,3,Clothing,South,50612,952,4928,1,53.16,281,0
2017-07,2017,7,3,Clothing,East,54780,1023,7844,1,53.55,299,0
2017-07,2017,7,3,Clothing,West,53767,643,3041,0,83.62,138,0
2017-07,2017,7,3,Clothing,Central,58769,636,8254,1,92.4,154,0
2017-07,2017,7,3,Home,North,46363,1802,2727,2,25.73,440,0
2017-07,2017,7,3,Home,South,38333,730,3072,2,52.51,137,0
2017-07,2017,7,3,Home,East,44582,644,2332,1,69.23,115,0
2017-07,2017,7,3,Home,West,40363,1118,2745,1,36.1,301,0
2017-07,2017,7,3,Home,Central,42172,519,5058,1,81.26,120,0
2017-07,2017,7,3,Food,North,46322,1370,3933,1,33.81,381,0
2017-07,2017,7,3,Food,South,40090,902,3902,0,44.45,151,0
2017-07,2017,7,3,Food,East,44592,630,3320,2,70.78,66,0
2017-07,2017,7,3,Food,West,30726,634,2784,1,48.46,171,0
2017-07,2017,7,3,Food,Central,31460,485,2960,1,64.87,142,0
2017-07,2017,7,3,Beauty,North,35141,356,2412,1,98.71,35,0
2017-07,2017,7,3,Beauty,South,34641,807,2022,1,42.93,185,0
2017-07,2017,7,3,Beauty,East,36148,480,4278,2,75.31,94,0
2017-07,2017,7,3,Beauty,West,25513,676,2354,1,37.74,109,0
2017-07,2017,7,3,Beauty,Central,34377,837,3789,1,41.07,122,0
2017-08,2017,8,3,Electronics,North,79604,1451,11385,0,54.86,433,0
2017-08,2017,8,3,Electronics,South,54982,990,7031,2,55.54,142,0
2017-08,2017,8,3,Electronics,East,88544,1353,6156,2,65.44,180,0
2017-08,2017,8,3,Electronics,West,57303,653,7270,0,87.75,180,0
2017-08,2017,8,3,Electronics,Central,71043,1046,5541,0,67.92,293,0
2017-08,2017,8,3,Clothing,North,53486,737,7557,1,72.57,97,0
2017-08,2017,8,3,Clothing,South,52305,1668,4950,3,31.36,343,0
2017-08,2017,8,3,Clothing,East,56220,687,7392,1,81.83,154,0
2017-08,2017,8,3,Clothing,West,41124,908,4123,1,45.29,180,0
2017-08,2017,8,3,Clothing,Central,51611,1026,4223,2,50.3,103,0
2017-08,2017,8,3,Home,North,51393,649,3804,2,79.19,78,0
2017-08,2017,8,3,Home,South,39734,449,3669,1,88.49,45,0
2017-08,2017,8,3,Home,East,50048,845,3735,2,59.23,233,0
2017-08,2017,8,3,Home,West,46516,586,4968,3,79.38,127,0
2017-08,2017,8,3,Home,Central,40932,539,2227,2,75.94,138,0
2017-08,2017,8,3,Food,North,39450,937,4284,1,42.1,175,0
2017-08,2017,8,3,Food,South,40205,507,2173,1,79.3,149,0
2017-08,2017,8,3,Food,East,50314,1898,2749,1,26.51,290,0
2017-08,2017,8,3,Food,West,26416,628,3172,2,42.06,66,0
2017-08,2017,8,3,Food,Central,41023,528,3339,3,77.7,95,0
2017-08,2017,8,3,Beauty,North,39037,1488,4336,2,26.23,205,0
2017-08,2017,8,3,Beauty,South,31077,360,4070,2,86.33,92,0
2017-08,2017,8,3,Beauty,East,37411,687,5500,0,54.46,105,0
2017-08,2017,8,3,Beauty,West,29154,1312,3037,2,22.22,311,0
2017-08,2017,8,3,Beauty,Central,32451,611,4366,1,53.11,128,0
2017-09,2017,9,3,Electronics,North,73481,780,6131,2,94.21,185,0
2017-09,2017,9,3,Electronics,South,62554,1446,5610,1,43.26,173,0
2017-09,2017,9,3,Electronics,East,83088,1872,4262,1,44.38,349,0
2017-09,2017,9,3,Electronics,West,59439,956,5828,2,62.17,108,0
2017-09,2017,9,3,Electronics,Central,67563,1329,4800,1,50.84,285,0
2017-09,2017,9,3,Clothing,North,47294,811,6221,0,58.32,182,0
2017-09,2017,9,3,Clothing,South,44433,476,3885,0,93.35,48,0
2017-09,2017,9,3,Clothing,East,49073,1000,5806,1,49.07,236,0
2017-09,2017,9,3,Clothing,West,47541,2291,5442,3,20.75,446,0
2017-09,2017,9,3,Clothing,Central,54095,1032,4767,2,52.42,224,0
2017-09,2017,9,3,Home,North,51313,587,5595,0,87.42,75,0
2017-09,2017,9,3,Home,South,43775,1756,3768,1,24.93,526,0
2017-09,2017,9,3,Home,East,54927,1698,5992,0,32.35,206,0
2017-09,2017,9,3,Home,West,39732,530,3991,2,74.97,82,0
2017-09,2017,9,3,Home,Central,49373,526,2907,0,93.87,108,0
2017-09,2017,9,3,Food,North,43572,1022,6133,2,42.63,214,0
2017-09,2017,9,3,Food,South,32429,344,2856,1,94.27,89,0
2017-09,2017,9,3,Food,East,47585,1747,2828,2,27.24,175,0
2017-09,2017,9,3,Food,West,30384,595,4344,3,51.07,63,0
2017-09,2017,9,3,Food,Central,37247,397,2673,1,93.82,117,0
2017-09,2017,9,3,Beauty,North,41673,1869,3936,2,22.3,533,0
2017-09,2017,9,3,Beauty,South,31700,412,4125,0,76.94,64,0
2017-09,2017,9,3,Beauty,East,38876,1251,5224,2,31.08,283,0
2017-09,2017,9,3,Beauty,West,28165,454,4067,1,62.04,72,0
2017-09,2017,9,3,Beauty,Central,37911,676,4383,2,56.08,91,0
2017-10,2017,10,4,Electronics,North,70886,3540,9271,1,20.02,897,0
2017-10,2017,10,4,Electronics,South,64969,694,4052,2,93.62,74,0
2017-10,2017,10,4,Electronics,East,78017,1698,5166,2,45.95,270,0
2017-10,2017,10,4,Electronics,West,48665,742,5583,1,65.59,91,0
2017-10,2017,10,4,Electronics,Central,60422,766,6911,1,78.88,224,0
2017-10,2017,10,4,Clothing,North,57305,830,5482,0,69.04,117,0
2017-10,2017,10,4,Clothing,South,48565,1329,7024,1,36.54,380,0
2017-10,2017,10,4,Clothing,East,63460,1125,5608,0,56.41,329,0
2017-10,2017,10,4,Clothing,West,48764,743,6280,1,65.63,164,0
2017-10,2017,10,4,Clothing,Central,44543,822,4617,3,54.19,169,0
2017-10,2017,10,4,Home,North,56441,2121,7737,1,26.61,606,0
2017-10,2017,10,4,Home,South,44881,1180,6048,0,38.03,336,0
2017-10,2017,10,4,Home,East,53159,622,5292,1,85.46,179,0
2017-10,2017,10,4,Home,West,43715,1067,2438,2,40.97,117,0
2017-10,2017,10,4,Home,Central,49842,538,5029,1,92.64,58,0
2017-10,2017,10,4,Food,North,48474,833,6816,1,58.19,179,0
2017-10,2017,10,4,Food,South,32925,500,1902,2,65.85,101,0
2017-10,2017,10,4,Food,East,46322,824,2613,2,56.22,160,0
2017-10,2017,10,4,Food,West,27303,718,2061,1,38.03,126,0
2017-10,2017,10,4,Food,Central,35473,401,1866,2,88.46,67,0
2017-10,2017,10,4,Beauty,North,32178,504,2703,2,63.85,123,0
2017-10,2017,10,4,Beauty,South,32008,721,1991,1,44.39,80,0
2017-10,2017,10,4,Beauty,East,40417,513,5249,0,78.79,84,0
2017-10,2017,10,4,Beauty,West,30920,940,2223,2,32.89,247,0
2017-10,2017,10,4,Beauty,Central,30932,374,2400,2,82.71,68,0
2017-11,2017,11,4,Electronics,North,205414,2504,12679,1,82.03,638,0
2017-11,2017,11,4,Electronics,South,145173,2071,7804,1,70.1,264,0
2017-11,2017,11,4,Electronics,East,192599,3663,15898,3,52.58,582,0
2017-11,2017,11,4,Electronics,West,140888,1532,17359,3,91.96,320,0
2017-11,2017,11,4,Electronics,Central,167670,5335,21835,2,31.43,624,0
2017-11,2017,11,4,Clothing,North,123082,1625,11694,0,75.74,452,0
2017-11,2017,11,4,Clothing,South,117550,1627,14942,1,72.25,317,0
2017-11,2017,11,4,Clothing,East,136853,2349,15599,2,58.26,683,0
2017-11,2017,11,4,Clothing,West,131897,2689,7304,2,49.05,440,0
2017-11,2017,11,4,Clothing,Central,114045,1561,9582,0,73.06,453,0
2017-11,2017,11,4,Home,North,133905,1753,16122,2,76.39,398,0
2017-11,2017,11,4,Home,South,112979,1287,9861,2,87.78,203,0
2017-11,2017,11,4,Home,East,135443,1836,15135,0,73.77,219,0
2017-11,2017,11,4,Home,West,106954,1142,9779,2,93.65,222,0
2017-11,2017,11,4,Home,Central,101522,3582,14494,3,28.34,505,0
2017-11,2017,11,4,Food,North,103975,2029,10475,0,51.24,243,0
2017-11,2017,11,4,Food,South,86634,978,4906,2,88.58,291,0
2017-11,2017,11,4,Food,East,112682,3143,8249,1,35.85,469,0
2017-11,2017,11,4,Food,West,82074,2040,7143,3,40.23,204,0
2017-11,2017,11,4,Food,Central,89264,1226,11508,1,72.81,253,0
2017-11,2017,11,4,Beauty,North,101687,1713,8618,1,59.36,458,0
2017-11,2017,11,4,Beauty,South,77065,2720,7140,2,28.33,687,0
2017-11,2017,11,4,Beauty,East,99368,1916,9649,2,51.86,503,0
2017-11,2017,11,4,Beauty,West,65494,1868,6582,1,35.06,370,0
2017-11,2017,11,4,Beauty,Central,68373,2278,7428,0,30.01,574,0
2017-12,2017,12,4,Electronics,North,182675,3309,20691,1,55.21,596,0
2017-12,2017,12,4,Electronics,South,137958,4308,14780,2,32.02,562,0
2017-12,2017,12,4,Electronics,East,195455,6666,12496,1,29.32,1070,0
2017-12,2017,12,4,Electronics,West,163626,4138,12230,1,39.54,1211,0
2017-12,2017,12,4,Electronics,Central,149633,2241,12080,3,66.77,358,0
2017-12,2017,12,4,Clothing,North,123346,5138,6652,4,24.01,714,0
2017-12,2017,12,4,Clothing,South,117664,1852,13466,1,63.53,418,0
2017-12,2017,12,4,Clothing,East,164891,4815,18739,1,34.25,1379,0
2017-12,2017,12,4,Clothing,West,96952,989,11019,2,98.03,198,0
2017-12,2017,12,4,Clothing,Central,115823,2430,15766,1,47.66,563,0
2017-12,2017,12,4,Home,North,127268,2288,14009,2,55.62,534,0
2017-12,2017,12,4,Home,South,102683,3587,12120,2,28.63,814,0
2017-12,2017,12,4,Home,East,125438,1844,17987,1,68.02,495,0
2017-12,2017,12,4,Home,West,101039,2232,5965,3,45.27,229,0
2017-12,2017,12,4,Home,Central,111263,1513,15115,3,73.54,278,0
2017-12,2017,12,4,Food,North,95318,3517,8318,3,27.1,684,0
2017-12,2017,12,4,Food,South,87880,2587,9986,4,33.97,726,0
2017-12,2017,12,4,Food,East,109045,1098,14656,2,99.31,325,0
2017-12,2017,12,4,Food,West,83069,3169,5160,0,26.21,914,0
2017-12,2017,12,4,Food,Central,102624,1061,7834,1,96.72,232,0
2017-12,2017,12,4,Beauty,North,97855,1598,6399,0,61.24,368,0
2017-12,2017,12,4,Beauty,South,88833,1880,8767,3,47.25,486,0
2017-12,2017,12,4,Beauty,East,104447,1100,11519,1,94.95,134,0
2017-12,2017,12,4,Beauty,West,76733,2632,10518,2,29.15,774,0
2017-12,2017,12,4,Beauty,Central,91117,3264,9232,1,27.92,690,0
2018-01,2018,1,1,Electronics,North,47274,500,3326,2,94.55,105,0
2018-01,2018,1,1,Electronics,South,41329,977,2572,1,42.3,259,0
2018-01,2018,1,1,Electronics,East,51321,600,2899,2,85.53,121,0
2018-01,2018,1,1,Electronics,West,50278,633,4256,1,79.43,136,0
2018-01,2018,1,1,Electronics,Central,40941,559,5120,2,73.24,69,0
2018-01,2018,1,1,Clothing,North,38935,751,2795,1,51.84,130,0
2018-01,2018,1,1,Clothing,South,33695,381,2394,3,88.44,70,0
2018-01,2018,1,1,Clothing,East,40008,740,5755,2,54.06,115,0
2018-01,2018,1,1,Clothing,West,32912,1043,4627,1,31.56,144,0
2018-01,2018,1,1,Clothing,Central,32608,1368,2370,0,23.84,148,0
2018-01,2018,1,1,Home,North,38537,881,4719,1,43.74,263,0
2018-01,2018,1,1,Home,South,33862,1498,2040,1,22.6,150,0
2018-01,2018,1,1,Home,East,41192,440,2385,3,93.62,114,0
2018-01,2018,1,1,Home,West,27991,350,2390,1,79.97,65,0
2018-01,2018,1,1,Home,Central,36173,363,5194,0,99.65,104,0
2018-01,2018,1,1,Food,North,27447,682,2897,0,40.24,189,0
2018-01,2018,1,1,Food,South,28010,609,2305,4,45.99,96,0
2018-01,2018,1,1,Food,East,34942,352,4760,1,99.27,95,0
2018-01,2018,1,1,Food,West,24766,470,3659,2,52.69,70,0
2018-01,2018,1,1,Food,Central,26393,675,3353,1,39.1,163,0
2018-01,2018,1,1,Beauty,North,27129,1010,1411,3,26.86,271,0
2018-01,2018,1,1,Beauty,South,29620,1129,4307,1,26.24,280,0
2018-01,2018,1,1,Beauty,East,30709,363,2411,2,84.6,74,0
2018-01,2018,1,1,Beauty,West,21609,394,2866,1,54.85,95,0
2018-01,2018,1,1,Beauty,Central,27482,392,1566,4,70.11,105,0
2018-02,2018,2,1,Electronics,North,49900,789,4796,2,63.24,179,0
2018-02,2018,2,1,Electronics,South,39231,712,2991,2,55.1,86,0
2018-02,2018,2,1,Electronics,East,64088,787,6163,3,81.43,158,0
2018-02,2018,2,1,Electronics,West,43661,466,3115,1,93.69,113,0
2018-02,2018,2,1,Electronics,Central,43967,964,6177,1,45.61,231,0
2018-02,2018,2,1,Clothing,North,37850,680,4580,2,55.66,176,0
2018-02,2018,2,1,Clothing,South,34313,388,3348,2,88.44,42,0
2018-02,2018,2,1,Clothing,East,43600,860,2330,3,50.7,205,0
2018-02,2018,2,1,Clothing,West,28975,858,1821,2,33.77,151,0
2018-02,2018,2,1,Clothing,Central,33705,1591,2636,2,21.18,302,0
2018-02,2018,2,1,Home,North,39761,479,3822,1,83.01,78,0
2018-02,2018,2,1,Home,South,41227,424,2706,1,97.23,73,0
2018-02,2018,2,1,Home,East,42935,660,2148,2,65.05,172,0
2018-02,2018,2,1,Home,West,24134,502,1646,1,48.08,59,0
2018-02,2018,2,1,Home,Central,28862,408,2008,3,70.74,110,0
2018-02,2018,2,1,Food,North,32576,476,2937,1,68.44,109,0
2018-02,2018,2,1,Food,South,24693,408,1337,2,60.52,47,0
2018-02,2018,2,1,Food,East,40782,1602,3491,1,25.46,292,0
2018-02,2018,2,1,Food,West,27916,572,4045,2,48.8,113,0
2018-02,2018,2,1,Food,Central,29615,427,2519,2,69.36,69,0
2018-02,2018,2,1,Beauty,North,23344,490,1740,2,47.64,129,0
2018-02,2018,2,1,Beauty,South,22961,358,1964,0,64.14,63,0
2018-02,2018,2,1,Beauty,East,30757,314,3064,2,97.95,66,0
2018-02,2018,2,1,Beauty,West,22729,494,3384,2,46.01,75,0
2018-02,2018,2,1,Beauty,Central,24069,432,3130,0,55.72,119,0
2018-03,2018,3,1,Electronics,North,70903,743,5609,2,95.43,190,0
2018-03,2018,3,1,Electronics,South,67185,1161,6157,2,57.87,153,0
2018-03,2018,3,1,Electronics,East,74641,1919,6333,1,38.9,374,0
2018-03,2018,3,1,Electronics,West,61792,792,3416,1,78.02,227,0
2018-03,2018,3,1,Electronics,Central,69771,3357,9248,3,20.78,767,0
2018-03,2018,3,1,Clothing,North,55353,809,4611,2,68.42,107,0
2018-03,2018,3,1,Clothing,South,51698,837,7293,1,61.77,116,0
2018-03,2018,3,1,Clothing,East,66835,822,4174,3,81.31,210,0
2018-03,2018,3,1,Clothing,West,44984,537,2852,1,83.77,109,0
2018-03,2018,3,1,Clothing,Central,56089,1642,3823,1,34.16,219,0
2018-03,2018,3,1,Home,North,48664,957,3035,2,50.85,241,0
2018-03,2018,3,1,Home,South,41619,1754,4943,1,23.73,477,0
2018-03,2018,3,1,Home,East,48206,799,5899,2,60.33,162,0
2018-03,2018,3,1,Home,West,37346,414,2790,1,90.21,52,0
2018-03,2018,3,1,Home,Central,47115,563,5321,0,83.69,63,0
2018-03,2018,3,1,Food,North,40800,609,4152,3,67.0,128,0
2018-03,2018,3,1,Food,South,44854,535,3949,1,83.84,157,0
2018-03,2018,3,1,Food,East,46209,1211,5426,3,38.16,294,0
2018-03,2018,3,1,Food,West,42420,595,2395,1,71.29,138,0
2018-03,2018,3,1,Food,Central,50222,626,6073,2,80.23,93,0
2018-03,2018,3,1,Beauty,North,34348,976,2495,0,35.19,156,0
2018-03,2018,3,1,Beauty,South,32728,805,1790,2,40.66,234,0
2018-03,2018,3,1,Beauty,East,36873,480,5246,1,76.82,122,0
2018-03,2018,3,1,Beauty,West,30521,377,4002,1,80.96,94,0
2018-03,2018,3,1,Beauty,Central,28382,489,2673,3,58.04,76,0
2018-04,2018,4,2,Electronics,North,73059,1065,5391,2,68.6,166,0
2018-04,2018,4,2,Electronics,South,57121,1196,7348,2,47.76,330,0
2018-04,2018,4,2,Electronics,East,76701,866,8538,2,88.57,124,0
2018-04,2018,4,2,Electronics,West,61449,771,3242,2,79.7,143,0
2018-04,2018,4,2,Electronics,Central,69413,2144,9560,1,32.38,564,0
2018-04,2018,4,2,Clothing,North,47036,747,3984,2,62.97,180,0
2018-04,2018,4,2,Clothing,South,48629,1143,6754,2,42.55,254,0
2018-04,2018,4,2,Clothing,East,54477,668,4703,3,81.55,116,0
2018-04,2018,4,2,Clothing,West,43882,440,2525,1,99.73,111,0
2018-04,2018,4,2,Clothing,Central,60497,975,6359,0,62.05,285,0
2018-04,2018,4,2,Home,North,58853,816,3047,1,72.12,85,0
2018-04,2018,4,2,Home,South,42014,473,2925,2,88.82,54,0
2018-04,2018,4,2,Home,East,61578,721,8173,3,85.41,119,0
2018-04,2018,4,2,Home,West,50822,833,5180,0,61.01,156,0
2018-04,2018,4,2,Home,Central,47831,665,3725,0,71.93,88,0
2018-04,2018,4,2,Food,North,40833,475,4578,1,85.96,69,0
2018-04,2018,4,2,Food,South,35646,449,5209,2,79.39,129,0
2018-04,2018,4,2,Food,East,43458,833,3199,3,52.17,109,0
2018-04,2018,4,2,Food,West,36577,1346,4663,1,27.17,159,0
2018-04,2018,4,2,Food,Central,31236,1376,2245,0,22.7,272,0
2018-04,2018,4,2,Beauty,North,40445,773,5669,0,52.32,166,0
2018-04,2018,4,2,Beauty,South,26260,732,2950,1,35.87,82,0
2018-04,2018,4,2,Beauty,East,37457,439,3572,2,85.32,75,0
2018-04,2018,4,2,Beauty,West,33191,456,3624,3,72.79,130,0
2018-04,2018,4,2,Beauty,Central,34909,510,4803,2,68.45,132,0
2018-05,2018,5,2,Electronics,North,76838,3530,8980,1,21.77,362,0
2018-05,2018,5,2,Electronics,South,67136,1318,4756,2,50.94,342,0
2018-05,2018,5,2,Electronics,East,80364,969,4344,2,82.93,156,0
2018-05,2018,5,2,Electronics,West,60430,2210,5174,2,27.34,570,0
2018-05,2018,5,2,Electronics,Central,64305,903,4713,3,71.21,126,0
2018-05,2018,5,2,Clothing,North,60018,1964,8557,2,30.56,434,0
2018-05,2018,5,2,Clothing,South,43160,1100,4172,2,39.24,219,0
2018-05,2018,5,2,Clothing,East,67685,812,7126,0,83.36,237,0
2018-05,2018,5,2,Clothing,West,36995,407,2600,0,90.9,108,0
2018-05,2018,5,2,Clothing,Central,60101,996,3888,0,60.34,291,0
2018-05,2018,5,2,Home,North,50821,1228,5031,3,41.39,137,0
2018-05,2018,5,2,Home,South,46088,694,6588,1,66.41,183,0
2018-05,2018,5,2,Home,East,49967,2473,4544,0,20.21,518,0
2018-05,2018,5,2,Home,West,41858,769,4293,0,54.43,164,0
2018-05,2018,5,2,Home,Central,42611,1085,3330,3,39.27,199,0
2018-05,2018,5,2,Food,North,40634,952,5935,1,42.68,224,0
2018-05,2018,5,2,Food,South,38938,537,4300,3,72.51,147,0
2018-05,2018,5,2,Food,East,43764,473,4148,1,92.52,121,0
2018-05,2018,5,2,Food,West,33415,506,2072,3,66.04,143,0
2018-05,2018,5,2,Food,Central,39368,400,5260,1,98.42,117,0
2018-05,2018,5,2,Beauty,North,45250,472,2886,2,95.87,55,0
2018-05,2018,5,2,Beauty,South,29997,495,2470,3,60.6,85,0
2018-05,2018,5,2,Beauty,East,42372,848,3826,1,49.97,153,0
2018-05,2018,5,2,Beauty,West,30336,597,1542,0,50.81,150,0
2018-05,2018,5,2,Beauty,Central,32122,484,4719,0,66.37,111,0
2018-06,2018,6,2,Electronics,North,86846,1400,8802,3,62.03,317,0
2018-06,2018,6,2,Electronics,South,64547,2036,7833,2,31.7,225,0
2018-06,2018,6,2,Electronics,East,97675,1287,7048,3,75.89,300,0
2018-06,2018,6,2,Electronics,West,64562,787,8860,2,82.04,129,0
2018-06,2018,6,2,Electronics,Central,62066,1072,7296,1,57.9,287,0
2018-06,2018,6,2,Clothing,North,56032,759,4816,3,73.82,216,0
2018-06,2018,6,2,Clothing,South,43553,449,4458,2,97.0,52,0
2018-06,2018,6,2,Clothing,East,62840,1329,9063,3,47.28,266,0
2018-06,2018,6,2,Clothing,West,55012,1049,6532,2,52.44,180,0
2018-06,2018,6,2,Clothing,Central,59043,2481,8413,1,23.8,738,0
2018-06,2018,6,2,Home,North,44710,535,4638,3,83.57,109,0
2018-06,2018,6,2,Home,South,39231,602,3132,1,65.17,177,0
2018-06,2018,6,2,Home,East,44815,669,3931,2,66.99,149,0
2018-06,2018,6,2,Home,West,37557,898,2843,0,41.82,165,0
2018-06,2018,6,2,Home,Central,43796,1468,4776,4,29.83,375,0
2018-06,2018,6,2,Food,North,34924,619,2020,0,56.42,78,0
2018-06,2018,6,2,Food,South,34945,630,3692,1,55.47,81,0
2018-06,2018,6,2,Food,East,47248,1833,4437,2,25.78,246,0
2018-06,2018,6,2,Food,West,35661,680,2225,1,52.44,99,0
2018-06,2018,6,2,Food,Central,38671,572,4701,2,67.61,144,0
2018-06,2018,6,2,Beauty,North,39645,1204,5286,2,32.93,152,0
2018-06,2018,6,2,Beauty,South,35101,1534,5124,1,22.88,384,0
2018-06,2018,6,2,Beauty,East,43734,449,6219,3,97.4,97,0
2018-06,2018,6,2,Beauty,West,34403,506,4570,1,67.99,62,0
2018-06,2018,6,2,Beauty,Central,32019,388,3859,1,82.52,115,0
2018-07,2018,7,3,Electronics,North,70805,1672,7562,0,42.35,498,0
2018-07,2018,7,3,Electronics,South,69165,791,4171,3,87.44,95,0
2018-07,2018,7,3,Electronics,East,88971,1752,10457,3,50.78,387,0
2018-07,2018,7,3,Electronics,West,59710,1452,8785,1,41.12,207,0
2018-07,2018,7,3,Electronics,Central,66073,1992,8521,2,33.17,451,0
2018-07,2018,7,3,Clothing,North,58536,774,4721,2,75.63,149,0
2018-07,2018,7,3,Clothing,South,49702,500,6740,2,99.4,68,0
2018-07,2018,7,3,Clothing,East,59091,2613,5964,1,22.61,278,0
2018-07,2018,7,3,Clothing,West,52778,574,3797,1,91.95,96,0
2018-07,2018,7,3,Clothing,Central,45475,868,3572,1,52.39,116,0
2018-07,2018,7,3,Home,North,50403,674,4114,2,74.78,88,0
2018-07,2018,7,3,Home,South,35035,406,4259,0,86.29,98,0
2018-07,2018,7,3,Home,East,50809,1177,3952,3,43.17,149,0
2018-07,2018,7,3,Home,West,38176,818,5425,1,46.67,163,0
2018-07,2018,7,3,Home,Central,46945,667,3432,1,70.38,172,0
2018-07,2018,7,3,Food,North,49865,2472,5789,3,20.17,674,0
2018-07,2018,7,3,Food,South,45232,795,6710,2,56.9,129,0
2018-07,2018,7,3,Food,East,37832,1276,5381,1,29.65,233,0
2018-07,2018,7,3,Food,West,32669,1477,3042,2,22.12,404,0
2018-07,2018,7,3,Food,Central,42312,627,5825,3,67.48,165,0
2018-07,2018,7,3,Beauty,North,37236,570,2165,3,65.33,160,0
2018-07,2018,7,3,Beauty,South,33985,551,2013,1,61.68,144,0
2018-07,2018,7,3,Beauty,East,42425,504,2921,0,84.18,145,0
2018-07,2018,7,3,Beauty,West,29531,366,2795,1,80.69,93,0
2018-07,2018,7,3,Beauty,Central,30265,354,4324,3,85.49,53,0
2018-08,2018,8,3,Electronics,North,74005,857,8185,1,86.35,180,0
2018-08,2018,8,3,Electronics,South,61340,631,8587,3,97.21,111,0
2018-08,2018,8,3,Electronics,East,90839,1558,10656,0,58.3,427,0
2018-08,2018,8,3,Electronics,West,77035,1574,9269,1,48.94,199,0
2018-08,2018,8,3,Electronics,Central,48901,937,6364,2,52.19,143,0
2018-08,2018,8,3,Clothing,North,54010,578,4316,3,93.44,162,0
2018-08,2018,8,3,Clothing,South,49064,1501,6657,1,32.69,192,0
2018-08,2018,8,3,Clothing,East,60879,1035,4015,0,58.82,219,0
2018-08,2018,8,3,Clothing,West,44924,556,5025,2,80.8,114,0
2018-08,2018,8,3,Clothing,Central,54486,1317,6511,4,41.37,256,0
2018-08,2018,8,3,Home,North,54533,2611,6506,3,20.89,706,0
2018-08,2018,8,3,Home,South,38454,1216,4930,1,31.62,309,0
2018-08,2018,8,3,Home,East,52667,596,6243,0,88.37,77,0
2018-08,2018,8,3,Home,West,42373,907,3009,0,46.72,147,0
2018-08,2018,8,3,Home,Central,43972,804,2641,1,54.69,127,0
2018-08,2018,8,3,Food,North,47668,759,2464,1,62.8,78,0
2018-08,2018,8,3,Food,South,39364,555,5722,2,70.93,65,0
2018-08,2018,8,3,Food,East,52990,1353,3001,3,39.16,224,0
2018-08,2018,8,3,Food,West,31707,410,4326,1,77.33,102,0
2018-08,2018,8,3,Food,Central,37662,424,2060,1,88.83,73,0
2018-08,2018,8,3,Beauty,North,40110,639,4104,2,62.77,91,0
2018-08,2018,8,3,Beauty,South,33367,407,1695,3,81.98,46,0
2018-08,2018,8,3,Beauty,East,42081,606,2604,2,69.44,102,0
2018-08,2018,8,3,Beauty,West,31574,912,4551,0,34.62,175,0
2018-08,2018,8,3,Beauty,Central,35009,402,4528,3,87.09,47,0
2018-09,2018,9,3,Electronics,North,72880,2176,5441,2,33.49,586,0
2018-09,2018,9,3,Electronics,South,71723,1951,3789,0,36.76,383,0
2018-09,2018,9,3,Electronics,East,88171,2326,6282,2,37.91,380,0
2018-09,2018,9,3,Electronics,West,71515,2980,10534,2,24.0,459,0
2018-09,2018,9,3,Electronics,Central,78342,1153,11030,2,67.95,324,0
2018-09,2018,9,3,Clothing,North,51955,532,2988,1,97.66,123,0
2018-09,2018,9,3,Clothing,South,51218,698,6898,0,73.38,190,0
2018-09,2018,9,3,Clothing,East,52377,750,4612,3,69.84,106,0
2018-09,2018,9,3,Clothing,West,48507,536,3418,2,90.5,101,0
2018-09,2018,9,3,Clothing,Central,52783,1666,6476,2,31.68,337,0
2018-09,2018,9,3,Home,North,53370,974,7162,3,54.79,281,0
2018-09,2018,9,3,Home,South,45731,1084,3138,2,42.19,150,0
2018-09,2018,9,3,Home,East,46558,1037,6595,0,44.9,124,0
2018-09,2018,9,3,Home,West,44424,1099,2724,3,40.42,111,0
2018-09,2018,9,3,Home,Central,45466,485,5976,1,93.74,142,0
2018-09,2018,9,3,Food,North,45159,990,2511,2,45.62,122,0
2018-09,2018,9,3,Food,South,38214,1193,3255,2,32.03,134,0
2018-09,2018,9,3,Food,East,45349,1359,6374,1,33.37,211,0
2018-09,2018,9,3,Food,West,34620,986,2727,4,35.11,223,0
2018-09,2018,9,3,Food,Central,42496,874,2471,0,48.62,199,0
2018-09,2018,9,3,Beauty,North,37685,430,3333,1,87.64,67,0
2018-09,2018,9,3,Beauty,South,31564,1277,1790,2,24.72,136,0
2018-09,2018,9,3,Beauty,East,35673,920,2356,2,38.77,145,0
2018-09,2018,9,3,Beauty,West,29795,318,3051,2,93.69,55,0
2018-09,2018,9,3,Beauty,Central,36276,1667,5287,0,21.76,448,0
2018-10,2018,10,4,Electronics,North,81906,1142,7207,1,71.72,201,0
2018-10,2018,10,4,Electronics,South,58480,2239,7029,3,26.12,290,0
2018-10,2018,10,4,Electronics,East,83285,950,11205,3,87.67,217,0
2018-10,2018,10,4,Electronics,West,63736,1627,6575,2,39.17,369,0
2018-10,2018,10,4,Electronics,Central,61485,2016,8370,2,30.5,430,0
2018-10,2018,10,4,Clothing,North,44483,977,5719,2,45.53,262,0
2018-10,2018,10,4,Clothing,South,41394,1565,4653,1,26.45,438,0
2018-10,2018,10,4,Clothing,East,62100,680,6645,0,91.32,194,0
