Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
-123.0773,35.2083,45,7718,3529,8285,3001,8.98,500000
-117.7259,36.4919,5,1203,400,6341,1975,0.34,231036.12
-119.8194,41.5418,49,1417,603,6965,2575,3.79,500000
-119.2781,37.736,28,4727,2229,10521,4097,3.2,500000
-124.2347,40.0262,26,5393,2138,26076,8251,1.64,500000
-123.2646,32.8337,2,4274,1681,15776,5632,6.28,500000
-118.939,41.1782,16,2643,1200,1981,701,1.26,500000
-114.9281,39.9367,17,3070,1131,16111,6185,0.97,413928.23
-124.2802,40.1974,18,288,93,14804,5743,3.8,500000
-116.1274,34.2515,21,6468,2890,2323,612,11.89,500000
-121.7318,36.1216,26,2486,1076,14760,3955,0.25,159614.17
-124.1982,40.31,47,18192,5598,16891,4995,3.59,500000
-119.3773,34.4323,27,5825,2263,1846,708,5.97,500000
-118.619,33.0287,43,1999,999,9430,3445,0.33,129933.99
-122.9057,35.341,34,6602,2257,2997,693,0.21,81861.67
-118.2786,41.2933,40,10158,3516,3578,1142,2.75,500000
-120.7449,32.5368,1,1235,588,7290,2396,0.45,193274.93
-122.2739,36.1191,48,953,422,14783,4674,2.36,500000
-117.4796,32.9479,14,844,409,3615,958,1.45,500000
-122.5244,38.8215,42,15517,4813,6457,1940,4.45,500000
-122.0095,36.5119,36,2037,621,2235,847,4.3,500000
-120.7896,34.683,43,4744,1810,11819,3159,2.55,500000
-118.7446,34.6251,39,11105,5130,14420,5565,1.66,500000
-123.572,37.5258,4,11970,3866,6550,1694,0.12,84281.47
-123.9407,39.2543,52,7085,3160,1890,615,11.58,500000
-116.7062,35.0301,8,230,112,11458,3500,2.41,500000
-123.2736,36.305,10,5855,2871,5693,1934,0.98,450249.39
-122.904,36.2041,40,414,181,4416,1350,13.54,500000
-115.7731,36.3173,29,1539,603,6945,2604,0.66,300471.67
-114.8448,33.9965,52,1013,355,44438,11305,7.44,500000
-116.1847,35.9612,32,1398,669,329,114,0.18,79881.85
-115.1631,41.2324,35,2040,701,7570,2614,3.15,500000
-117.8699,37.9794,39,5423,2402,15310,3543,3.42,500000
-119.7437,35.4678,29,4534,1497,6372,2340,4.32,500000
-115.2924,34.0392,32,2980,1106,136,50,14.3,500000
-118.0989,37.7921,22,325,127,3953,798,1.24,500000
-115.6435,34.3249,4,3600,1523,1742,552,5.16,500000
-119.2658,36.9217,51,10573,4039,13896,2917,9.2,500000
-115.2917,37.5361,5,2254,1050,10897,2621,0.88,382260.17
-121.6753,39.4335,13,5457,2003,3956,807,0.1,15000
-123.2043,36.0721,30,1392,451,109,43,6.87,500000
-123.7023,35.3056,44,1180,447,14174,5451,3.45,500000
-119.2763,35.453,42,8013,2697,2929,1047,6.31,500000
-117.1654,33.0502,16,739,229,4025,1142,11.56,500000
-120.3833,41.088,26,3352,1049,2855,720,0.35,170955.74
-115.4768,37.5842,6,6163,2998,1882,669,4.94,500000
-115.5744,38.4554,33,980,315,3660,1077,11.02,500000
-124.1185,32.698,8,3609,1778,8960,2515,3.78,500000
-119.2129,34.1564,50,5650,1793,1224,303,1.53,500000
-118.5185,34.4133,8,5439,2203,1835,695,0.07,15000
-121.422,34.5949,11,7354,3623,1949,648,2.71,500000
-117.5168,38.115,15,294,124,4636,1253,4.21,500000
-123.4287,36.2753,4,3632,1749,40655,10912,10.12,500000
-118.9272,40.6822,12,1353,480,954,332,17.06,500000
-121.263,40.3428,35,4859,2124,10957,3752,0.73,305491.91
-117.9814,34.5022,4,630,260,14071,5428,3.95,500000
-124.1524,33.992,9,2013,709,2,0,18.07,500000
-118.5411,40.1106,43,18528,6730,305,95,6.4,500000
-118.0437,36.9582,19,743,353,6870,2711,7.13,500000
-118.909,40.7624,33,25024,12201,23221,6373,1.11,500000
-118.7632,41.7509,13,275,86,7200,1609,4.26,500000
-114.6589,33.9511,36,8649,3003,21045,4900,0.73,306359.76
-118.5961,40.4587,12,6835,2441,525,111,6.06,500000
-118.4078,41.6472,38,4564,1626,53641,13147,0.01,15000
-119.1564,36.2133,13,3772,1386,13261,4993,3.56,500000
-122.7585,35.3163,29,6019,2795,12446,4815,1.65,500000
-120.486,39.4797,32,2245,1065,26602,5881,0.77,392839.54
-118.066,37.6321,31,4451,1728,1983,418,0.46,218021.43
-124.2368,33.1093,28,2738,1030,6189,2090,3.42,500000
-119.2801,37.0031,5,985,309,1208,381,3.2,500000
-114.3483,37.5401,34,10646,3806,9371,2226,13.63,500000
-118.9202,41.2261,6,265,131,1589,594,5.91,500000
-119.6172,41.8211,12,7744,3460,1088,434,5.14,500000
-118.8807,32.7963,44,2424,930,5864,1821,14.61,500000
-117.4466,36.1992,6,16723,7381,3776,1246,0.65,343336.58
-115.3158,34.2856,14,1647,754,6000,1507,0.43,123020.78
-121.1722,36.2846,39,7893,3166,4191,1566,0.72,442706.31
-124.2554,37.7505,32,3867,1473,19379,7294,1.72,500000
-122.6541,33.1602,42,4811,1485,7779,2785,7.53,500000
-115.6518,36.279,38,5990,2686,30957,10530,4.62,500000
-117.271,40.0658,14,1446,637,26,8,2.4,500000
-116.384,35.9061,50,3750,1353,6957,2220,5.62,500000
-123.0944,35.2879,22,1783,674,6569,1424,2.64,500000
-121.6306,39.5347,7,13137,6334,630,212,1.36,500000
-122.5298,34.7236,35,173,61,8034,2651,2.89,500000
-116.2317,36.0353,4,3839,1878,10317,2804,3.7,500000
-122.4184,40.4611,28,1785,692,40983,12236,2.83,500000
-115.1832,33.6202,26,8586,3974,6121,1395,6.09,500000
-123.9659,35.7196,36,1935,756,490,121,10.37,500000
-118.7755,37.8542,28,21188,9237,191,74,5.61,500000
-119.3696,34.7153,52,4137,1427,5807,1713,1.13,500000
-123.5119,36.7551,17,2416,1017,10156,2748,3.75,500000
-120.1583,38.6812,35,4544,2144,19378,7232,0.45,272365.43
-120.5736,39.8526,26,337,122,726,243,12.17,500000
-115.072,35.7222,35,683,325,6705,2031,5.71,500000
-124.0125,34.6916,27,3732,1793,11818,4503,0.01,15000
-114.58,33.0468,30,11686,5624,7582,2901,0.09,15000
-120.4622,39.0329,11,182,57,3427,695,5.37,500000
-123.5179,41.2132,39,9143,3179,51668,18348,2.31,500000
-119.2052,39.4351,35,6906,2220,15911,5227,4.22,500000
-117.5415,34.2319,35,3106,1423,324,71,12.92,500000
-120.2193,41.0747,41,281,107,13781,5193,0.0,15000
-123.3201,40.0195,18,4373,1703,34118,12705,0.58,253596.65
-123.8478,34.2558,33,4483,1720,227,73,3.33,500000
-121.9775,40.2177,44,3814,1238,3633,904,9.6,500000
-117.8961,33.2734,32,2521,851,259,59,1.26,500000
-116.487,35.5291,8,4834,1892,15866,6166,8.22,500000
-121.3522,38.5595,19,4207,1356,570,144,10.9,500000
-114.7822,40.267,34,2767,1189,8774,1998,1.8,500000
-114.6303,32.7899,31,18916,6945,14029,3873,7.29,500000
-121.721,39.4686,2,2329,987,16802,3380,0.21,82203.96
-115.7041,37.0439,19,1674,701,23449,5824,3.94,500000
-121.7506,36.4797,45,19744,9663,13888,3181,1.8,500000
-123.3025,38.1991,18,1394,435,55622,17954,1.96,500000
-118.4007,41.0311,11,7215,2236,11268,4133,3.24,500000
-116.4213,40.1659,13,5765,2411,4226,1338,8.77,500000
-122.4518,34.5023,3,443,147,24274,9272,3.39,500000
-121.4184,37.794,32,699,346,2217,767,7.08,500000
-114.7326,35.9582,27,1213,489,12837,2654,8.42,500000
-122.9144,39.548,31,750,286,16395,6003,1.14,500000
-123.62,36.8855,39,5409,2014,1832,446,1.33,500000
-120.6376,39.3655,26,1493,601,14026,5006,3.02,500000
-114.7887,41.0636,29,442,214,9557,2982,2.31,500000
-124.2327,41.1808,7,1178,433,197,67,3.24,500000
-114.404,41.8583,6,2228,886,3554,1384,9.01,500000
-118.9913,36.4529,40,204,74,28974,11375,7.24,500000
-115.8091,39.5328,31,8421,3610,17034,6732,0.12,105860.56
-123.658,34.1619,51,1681,612,12533,4101,1.18,500000
-117.8557,36.2945,28,12544,5161,34805,9337,1.65,500000
-115.1621,41.6332,8,2264,1033,25938,9567,4.83,500000
-114.6408,34.6724,6,7705,3734,14803,5667,4.83,500000
-116.5819,34.0769,50,969,482,5114,1218,6.49,500000
-119.9499,36.9938,45,800,363,731,275,0.08,80590.88
-114.9384,32.7839,43,4298,1842,6950,2466,6.35,500000
-121.8052,35.8186,37,149,64,27336,9542,6.82,500000
-124.2163,38.1108,24,8571,4016,4577,1003,3.11,500000
-123.1217,39.2054,49,23203,7119,268,75,0.12,101821.77
-121.6192,35.1178,48,6361,3160,185,54,6.2,500000
-121.838,34.3538,39,3807,1157,9288,2437,1.53,500000
-121.8037,41.3022,13,226,111,10620,3157,6.0,500000
-117.4504,39.909,34,11312,4626,19089,7527,5.16,500000
-119.3352,40.8881,9,1971,752,7907,2659,3.07,500000
-121.4852,38.2924,44,9068,4120,4314,1043,0.69,463906.12
-122.5342,37.7613,40,225,69,1618,351,0.68,405509.32
-123.3318,33.327,44,4837,2319,11822,2836,3.79,500000
-118.7413,33.5402,36,344,106,911,286,1.76,500000
-114.8497,35.8317,52,2537,989,520,133,3.44,500000
-117.343,37.8875,38,6737,3045,11264,3379,9.73,500000
-123.7287,34.8544,11,690,236,26420,8096,8.56,500000
-123.6037,37.7443,39,5146,1684,5757,1453,2.03,500000
-117.7887,36.2366,48,5093,1637,8939,2734,2.14,500000
-121.5182,39.9784,45,11065,5370,112,26,5.01,500000
-118.4769,34.7237,11,19088,7647,1375,299,3.45,500000
-118.176,34.4216,4,23391,10301,4919,1193,0.82,328660.34
-119.3636,41.3632,38,2895,1287,21277,7183,2.96,500000
-118.2625,40.2781,44,516,226,16515,5240,5.55,500000
-118.2908,40.1856,20,1752,623,8926,2078,3.87,500000
-114.8412,41.7493,19,1434,443,5886,2221,2.18,500000
-118.5592,39.4076,33,7301,3266,10596,3968,7.05,500000
-122.0001,39.1053,40,1791,810,11670,3278,6.92,500000
-115.8877,38.9203,18,9537,4154,19737,5793,1.08,499155.97
-115.5217,41.3685,49,7399,2360,13536,4474,3.76,500000
-116.154,41.2212,20,3549,1727,7330,2484,17.24,500000
-122.1769,34.3365,42,1151,526,47660,18627,0.44,259668.35
-115.3166,38.0826,28,813,276,7430,2414,2.56,500000
-115.1253,36.2123,18,1817,663,2665,979,4.28,500000
-123.8146,39.58,38,603,269,3416,725,4.9,500000
-123.5992,41.7376,25,8498,2883,15160,4860,5.1,500000
-115.8844,36.7563,5,1857,733,25694,9628,5.11,500000
-120.3164,39.8063,35,3852,1721,1051,297,4.1,500000
-115.7313,33.2022,44,2353,747,2640,935,0.1,15000
-115.3209,34.3974,15,2007,891,5991,1411,10.94,500000
-123.2653,33.7539,37,5177,2350,8563,2339,4.32,500000
-116.882,36.2895,34,4026,1231,16476,4369,4.12,500000
-122.8348,39.0302,47,15029,7276,17645,6354,2.89,500000
-118.7981,33.3362,30,1154,421,3203,1271,3.16,500000
-117.4292,33.2679,24,2405,774,24094,6213,2.38,500000
-115.3115,39.2079,43,2023,895,14027,4230,0.11,15000
-118.6245,34.4174,2,15046,6692,10184,3148,8.47,500000
-116.0885,40.4323,12,3837,1370,1388,319,10.7,500000
-119.4907,38.998,40,2034,997,975,229,5.36,500000
-121.5588,39.5609,22,1631,489,16248,4642,7.08,500000
-120.9041,39.3772,6,2975,1312,11191,2401,17.83,500000
-119.5214,39.5944,33,6841,2941,4148,1453,9.42,500000
-115.0359,39.6743,29,10077,4087,17542,6410,0.19,97990.44
-120.4434,35.1195,14,1173,455,1705,545,12.54,500000
-120.2873,36.0084,8,14219,4643,6157,2245,12.61,500000
-123.7574,32.8504,33,4026,1702,29657,9787,5.81,500000
-121.9558,38.1976,33,7403,3413,15110,4980,6.46,500000
-120.4907,36.4711,52,540,224,17150,3825,3.21,500000
-121.2857,40.0792,14,2290,1080,11096,2689,1.42,500000
-119.2268,38.5209,33,3316,1545,33612,12275,1.6,500000
-119.2042,39.2563,35,410,177,768,213,5.47,500000
-118.6582,34.596,49,14066,6430,4731,1001,6.15,500000
-119.1267,38.3542,49,4358,2011,9117,2556,9.27,500000
-115.725,39.999,22,2015,821,24822,9399,0.86,401135.74
-117.9543,40.0335,41,19346,8117,4540,1602,6.75,500000
-117.1478,34.2167,48,6849,2979,7360,1616,9.01,500000
-117.6544,35.8396,42,1359,517,22944,8972,4.07,500000
-115.6955,36.3915,7,1941,820,5593,1311,3.53,500000
-120.2923,35.7637,43,2843,976,15725,5864,0.08,23924.36
-115.1563,36.2287,41,7155,3283,995,304,4.87,500000
-117.2247,33.2043,11,3985,1357,11350,3945,2.89,500000
-123.9653,35.6201,20,5072,1772,7971,2942,2.72,500000
-114.6704,40.6755,44,4174,1792,12665,3058,8.86,500000
-124.1159,41.381,39,1081,476,11917,4578,3.75,500000
-117.6718,39.1786,35,5683,1959,36938,11398,10.03,500000
-116.3881,37.0148,48,1612,582,18301,5008,2.19,500000
-120.8104,39.1187,40,3073,1380,6025,2283,0.85,500000
-119.4586,35.0322,4,9721,4517,3056,746,2.82,500000
-120.0183,35.0605,17,2360,793,3083,1007,2.59,500000
-116.6791,37.9175,13,3497,1489,594,173,5.18,500000
-119.2536,36.2526,45,2929,1334,66597,23976,6.4,500000
-121.9081,35.9519,42,4997,2251,346,111,5.29,500000
-114.7749,39.6349,23,10079,5006,19207,5020,8.34,500000
-119.9665,36.8618,15,3696,1227,13666,3076,4.19,500000
-120.8418,35.7822,51,12936,4200,21666,7546,0.3,124203.44
-115.851,39.4128,28,3074,1527,8536,1997,3.05,500000
-121.4169,40.6154,42,7214,3378,9969,3402,6.29,500000
-118.96,37.5493,52,3839,1568,4486,1746,2.03,500000
-117.096,32.7045,23,549,247,8749,2781,14.55,500000
-115.5395,36.8873,14,3634,1325,34373,12854,5.53,500000
-119.6115,37.6319,46,3829,1451,535,210,4.19,500000
-120.8259,38.9349,11,5191,1707,9037,3502,3.43,500000
-123.4108,40.0634,7,12887,3982,2359,848,1.14,500000
-119.9312,34.8624,52,5040,2092,761,271,3.81,500000
-123.2144,40.6969,6,232,87,19521,5548,2.78,500000
-121.9111,33.6613,32,1102,510,5348,1574,8.37,500000
-119.3795,40.5295,50,21863,9334,1965,513,4.1,500000
-118.83,36.2216,44,3578,1404,7625,2402,0.46,266280.66
-115.3154,40.4198,3,1221,539,5544,1863,0.93,427439.55
-118.0234,37.8947,14,3773,1244,14842,4828,7.71,500000
-116.8374,38.112,35,8414,3189,3103,675,2.08,500000
-121.6386,37.1684,19,950,415,4307,1706,4.29,500000
-121.8512,40.7684,15,626,244,34139,7373,10.08,500000
-117.0951,34.0953,37,8485,4042,8169,1750,2.34,500000
-116.0341,41.5476,25,1218,588,11441,3784,4.4,500000
-120.5922,39.3529,43,1378,643,7051,1902,16.46,500000
-119.9368,40.3536,5,9675,4649,16031,4064,4.8,500000
-119.8635,39.6537,14,11558,3516,4728,1731,1.48,500000
-122.2022,35.7859,15,5643,1723,17309,6630,2.82,500000
-120.4087,35.2988,18,9964,4356,373,79,7.9,500000
-115.6536,37.8842,9,14044,4226,813,270,0.12,44871.46
-120.3538,40.099,30,6192,2928,5316,1777,2.69,500000
-123.8701,35.8872,11,707,260,11205,2553,1.21,500000
-122.6865,33.039,14,3158,1523,1953,489,0.93,406766.0
-114.4952,39.8079,47,1614,712,6100,2242,2.09,500000
-118.489,39.4896,51,3123,1474,1838,673,7.63,500000
-116.2201,32.9549,1,5629,1870,13137,4516,1.08,426599.85
-119.0739,35.9089,46,12229,4260,10137,3772,3.94,500000
-114.9799,38.1144,47,16173,5765,21303,5460,11.13,500000
-119.7763,36.7449,29,7306,3634,3478,735,10.26,500000
-121.2514,35.5905,5,1321,623,5876,2260,0.57,323916.01
-120.9807,38.3662,32,5416,1948,11105,2647,0.19,116240.73
-116.541,38.6057,43,6226,2366,10876,3990,2.91,500000
-116.0682,41.1453,24,110,52,1800,588,1.54,500000
-118.4584,37.5893,10,2054,699,1533,328,2.47,500000
-121.8827,41.448,17,3089,1464,7178,2046,2.03,500000
-123.0987,35.9045,27,7656,3402,39437,13343,1.05,500000
-117.2401,39.5316,38,12681,5699,7384,1821,9.19,500000
-124.1602,39.4504,15,154,46,10215,2633,2.44,500000
-116.6918,35.3836,11,4302,1358,9961,2046,2.68,500000
-114.3098,40.4078,5,6284,2372,15425,4262,7.16,500000
-116.1242,37.1189,40,723,345,25339,6416,10.92,500000
-117.6432,41.861,10,416,132,12202,3499,15.39,500000
-120.6039,33.0574,28,571,178,173,54,3.38,500000
-119.5673,37.25,42,114,50,2028,670,2.72,500000
-119.8791,35.0795,27,5044,1796,9257,2953,0.68,334512.98
-120.0321,37.1327,17,5216,2053,12958,3438,3.14,500000
-122.1165,34.6543,27,572,192,32660,11262,0.94,408569.38
-123.0041,37.4835,38,2562,993,1503,520,6.83,500000
-118.3169,35.9748,41,790,364,6029,1324,12.87,500000
-122.3976,36.4713,39,11120,5215,48974,16306,17.21,500000
-114.8865,34.2081,46,4180,1361,21067,8146,1.68,500000
-114.8012,40.2895,35,5557,2191,2336,795,1.89,500000
-119.2185,41.5796,5,7692,2921,20809,7950,2.27,500000
-115.4596,40.0587,14,8607,3426,4397,1148,0.57,174472.58
-123.1611,41.0302,47,936,401,1263,256,8.66,500000
-121.2968,36.9387,27,5258,1953,6119,1525,4.11,500000
-118.2149,40.9091,9,7027,3471,26121,5630,4.1,500000
-123.9078,40.8344,25,1774,821,34896,8334,7.58,500000
-114.3654,37.0369,15,9322,4337,12959,4721,13.08,500000
-114.6959,38.1046,4,12197,4427,32614,11498,1.41,500000
-119.3062,35.8131,48,13696,4799,10732,2813,3.3,500000
-117.0369,41.1728,10,6665,2709,10714,3722,3.29,500000
-122.1499,33.3072,19,2095,749,1371,535,11.74,500000
-124.1251,33.8363,29,9731,3850,3966,1258,1.03,427995.63
-118.1123,41.4462,12,9272,4435,21009,6275,8.34,500000
-122.4694,35.1352,32,772,235,6586,1742,6.79,500000
-121.2366,39.9645,29,2789,1074,3719,835,0.96,471992.07
-121.6458,32.6772,41,1874,579,3236,743,11.72,500000
-118.7889,38.5339,3,1777,746,8774,2709,2.01,500000
-120.1675,35.0041,18,3278,1095,8980,1996,1.89,500000
-123.1358,37.3826,7,2307,906,234,62,6.37,500000
-119.8292,38.7314,15,2764,1095,13036,4955,2.29,500000
-120.8173,38.4371,39,3800,1679,7773,1581,4.3,500000
-124.0578,38.9942,2,12171,5564,3940,1240,8.79,500000
-119.3246,38.2762,40,615,191,2174,782,1.8,500000
-124.2905,36.4122,1,1549,757,11660,3731,1.1,500000
-119.524,32.56,7,3355,1605,1202,264,0.2,64035.25
-114.4583,39.4376,29,457,149,11318,4232,5.3,500000
-117.7611,33.8847,16,3192,1061,17375,4692,1.53,500000
-124.2735,38.2469,29,1210,497,16111,4263,9.23,500000
-116.8124,38.9747,39,2119,860,15939,6256,4.97,500000
-117.2432,40.9457,19,669,317,669,164,3.97,500000
-123.3186,35.5429,37,23,8,17443,4051,6.77,500000
-116.0064,39.1502,40,4276,1526,18184,4474,7.1,500000
-116.2635,32.5279,49,12209,4675,2380,525,1.0,480585.66
-123.0853,34.8206,52,1047,513,6632,1772,1.26,500000
-115.3702,39.0462,47,21896,7457,6628,1893,8.35,500000
-123.8209,38.6494,6,1428,451,4029,1178,14.2,500000
-118.3795,41.1887,46,2939,1068,12166,3981,0.74,413718.84
-123.7895,40.0666,44,1217,369,6237,1269,2.01,500000
-122.9904,35.2403,30,3283,1375,22903,8637,0.03,15000
-117.7814,41.1217,43,4524,1968,4902,1186,20.61,500000
-114.914,38.0262,15,4988,1923,3261,1068,1.26,500000
-118.4693,37.7871,15,3258,1194,267,53,1.67,500000
-119.5591,32.6774,32,8239,2841,6757,2427,9.16,500000
-119.6068,38.3082,8,5106,2144,7980,2276,12.35,500000
-118.4446,32.6616,37,71,31,10420,2282,0.38,108835.76
-120.1349,33.0255,3,2773,990,21085,5010,3.81,500000
-122.3458,41.0525,49,634,299,3939,824,4.7,500000
-122.4015,37.2351,20,21373,7841,2867,620,9.43,500000
-120.7692,41.8363,33,7895,3468,2363,797,4.23,500000
-117.775,36.0955,10,6085,2422,10983,2514,1.33,500000
-118.6265,35.9932,9,3826,1236,8389,2361,5.97,500000
-116.8424,40.866,40,1689,712,8077,2050,2.9,500000
-119.6973,41.6864,31,1986,807,13786,4906,13.75,500000
-114.4393,35.0671,8,2264,1003,5159,1518,2.23,500000
-116.5431,41.6863,33,473,221,2711,1065,5.14,500000
-114.6216,33.8623,24,259,109,18484,5446,2.26,500000
-119.089,33.774,27,89,27,35134,11326,16.73,500000
-123.1286,34.2038,36,5400,2108,5510,1556,7.5,500000
-117.7179,39.3276,25,2432,1198,28774,9587,0.82,475944.32
-123.0757,35.5784,31,6426,2947,1204,291,2.32,500000
-122.6023,37.2817,7,4728,1666,12028,2899,18.26,500000
-120.9617,34.6907,8,11315,3427,8944,2503,15.88,500000
-120.1411,37.1783,34,11070,3832,1874,720,0.04,131681.58
-123.9347,32.5315,27,1913,585,15667,3712,1.6,500000
-118.641,33.7421,44,14047,4244,20395,6684,9.85,500000
-121.5152,34.0749,37,1648,680,2931,1062,8.3,500000
-118.6471,38.632,24,2095,831,10553,3303,3.32,500000
-119.8315,40.0074,42,2104,911,13969,5144,0.93,405134.81
-122.608,40.1488,25,1901,872,19775,5643,0.14,65600.56
-120.3924,40.2984,15,118,58,5515,1460,5.32,500000
-115.4212,35.2276,28,25234,8336,22563,4730,14.58,500000
-119.7797,33.6209,46,1118,520,4684,1711,1.22,500000
-120.4716,37.8851,26,3811,1486,19578,7681,8.42,500000
-115.685,33.9103,7,9265,3382,2000,539,0.6,147728.03
-116.7191,41.6916,39,10600,5148,835,243,0.85,449932.06
-117.7796,36.9642,17,6193,2745,14112,5540,0.61,378538.56
-119.6397,34.4224,4,3266,1117,15642,3729,0.85,406107.03
-116.7148,39.8648,37,1718,851,10177,3579,0.12,42502.57
-121.0136,36.2662,42,361,142,93,26,0.07,26194.1
-123.2047,34.6575,8,13261,5713,17008,4185,1.07,447710.24
-115.8716,40.5263,20,7907,3384,16241,5445,2.88,500000
-116.8837,39.4287,37,262,92,7196,1848,1.43,500000
-118.1252,33.0466,39,7528,3592,7756,1619,1.46,500000
-119.41,34.1591,28,5526,1988,23514,8408,3.27,500000
-122.6678,39.8964,28,676,275,3813,957,2.37,500000
-121.1591,41.7627,41,605,243,7664,2059,1.85,500000
-120.9234,40.7536,6,2805,848,7159,2504,1.44,500000
-117.8833,35.5243,18,4786,1539,17419,5001,31.47,500000
-115.4135,33.981,44,40,18,8824,2525,5.96,500000
-121.9216,39.4152,49,2732,928,18113,3875,0.6,260467.72
-115.3428,37.5021,46,849,356,3269,869,2.0,500000
-123.7356,37.433,10,16147,7149,16470,4936,7.36,500000
-117.501,36.0007,6,3446,1223,11994,3426,5.57,500000
-124.1749,37.4428,7,1772,698,259,57,1.41,500000
-114.7573,34.2573,35,813,335,23674,5611,0.21,15000
-117.2574,41.8532,39,8438,3889,6939,1531,8.1,500000
-118.6925,37.8014,1,8572,4016,24073,9149,3.04,500000
-117.8873,41.3937,43,2991,937,10949,3730,2.35,500000
-122.9784,38.4065,25,6347,2284,6970,1469,2.19,500000
-119.2746,38.4572,32,4105,2041,25205,7596,7.73,500000
-114.7652,38.817,40,5077,1622,10716,3786,6.67,500000
-117.7384,33.1343,32,8889,4177,8491,2882,8.36,500000
-123.7473,35.0217,5,6,2,31879,9028,6.71,500000
-119.7107,39.2783,44,1872,667,836,196,12.25,500000
-118.763,40.169,30,8556,2802,9281,2952,0.86,419095.83
-118.7192,33.75,24,1526,735,3480,901,4.65,500000
-119.7168,34.0614,49,490,227,1984,528,1.15,500000
-123.1879,34.1216,52,9614,3068,9846,2986,2.06,500000
-121.3809,39.5147,16,18746,6491,13055,4098,6.54,500000
-121.6583,34.6952,20,998,369,19577,5242,0.42,224861.43
-124.004,38.8506,37,3996,1342,25284,5474,9.63,500000
-122.5673,38.2894,12,5142,1544,539,191,3.38,500000
-123.8405,40.1207,40,1162,432,5545,1439,0.52,232612.9
-124.268,40.1269,27,477,178,6007,1627,4.07,500000
-117.942,35.7568,6,4480,2113,418,131,0.24,100483.78
-115.9296,35.2283,48,5237,2075,19721,7802,5.29,500000
-122.2682,40.6597,6,4927,1730,174,43,2.64,500000
-123.3434,38.8005,28,507,231,15357,3669,4.96,500000
-119.9253,35.3805,25,1116,370,24263,8532,12.03,500000
-117.2814,40.4611,31,10469,3276,4372,1056,3.99,500000
-120.4971,39.9245,33,8855,2979,14202,4863,0.05,88267.56
-123.9792,34.7064,41,4335,1727,12443,4361,2.75,500000
-122.826,32.8155,49,9988,4441,218,79,2.95,500000
-116.6784,41.2983,8,6890,3176,46341,12345,0.34,123332.14
-115.7554,35.4342,8,1285,483,8462,3236,0.99,500000
-116.4727,34.7928,48,9416,3798,22222,6764,5.36,500000
-119.7783,40.1627,12,3672,1681,6080,1651,15.94,500000
-120.6293,39.8742,6,26,10,9905,3450,10.61,500000
-119.482,38.5186,29,4299,2027,7416,2402,0.51,371014.3
-123.6257,41.3914,2,1541,533,7340,1894,0.68,302709.96
-119.3523,40.5388,7,955,395,3931,920,4.16,500000
-121.4614,38.1582,13,2784,1013,6064,2331,3.47,500000
-114.4002,35.0568,15,241,101,2829,857,44.46,500000
-119.0698,36.1131,32,7525,2385,690,253,8.54,500000
-119.013,35.9792,38,14340,6412,16799,4030,4.41,500000
-121.568,41.6834,22,759,233,191,66,1.63,500000
-116.0749,40.3707,26,3320,1016,7147,2350,0.13,113946.54
-123.0019,34.4405,22,4901,1662,7970,2457,1.22,500000
-115.6161,41.3913,40,8916,3302,1657,339,0.33,60716.86
-121.509,40.6381,2,2268,683,5567,1243,1.82,500000
-123.3638,40.6083,29,18281,7037,6581,2140,7.29,500000
-117.0441,33.2172,31,3741,1217,10513,2559,5.2,500000
-118.8211,32.5473,21,3327,1301,1176,398,9.45,500000
-121.5506,36.7252,26,2839,1034,20958,5323,4.35,500000
-123.5787,37.7404,18,5618,2477,2043,737,0.02,148835.05
-122.5628,35.4276,1,2965,1424,9480,3043,4.27,500000
-117.4489,38.3299,7,3864,1465,17303,4871,8.48,500000
-122.3524,36.8577,41,4826,1528,15608,5271,7.84,500000
-122.9316,33.7543,20,4677,1798,22581,6542,1.17,500000
-118.0923,35.9878,46,2981,1284,452,147,0.48,176506.39
-117.9153,40.7613,13,4581,1433,109,37,10.26,500000
-115.0669,38.2681,18,1112,543,7632,2369,8.11,500000
-117.4932,34.1292,27,9592,4090,3995,883,0.78,384158.01
-116.6237,40.3555,2,160,65,3183,835,1.95,500000
-115.5927,35.3457,3,3582,1633,15262,5161,4.66,500000
-116.269,36.2844,48,2793,1329,6743,2412,1.12,500000
-117.8332,40.0323,24,1421,685,4780,1402,3.37,500000
-123.9756,38.3329,51,3515,1411,6612,2371,2.79,500000
-115.4426,37.3072,2,182,60,26841,9240,0.17,31673.43
-119.8844,41.1576,44,12587,4388,14464,3395,0.54,289065.4
-118.8491,37.6121,20,518,206,15866,5126,3.3,500000
-121.3741,34.8031,20,22573,11011,4666,935,0.15,56411.11
-114.478,41.1388,48,3810,1733,14157,4987,6.82,500000
-119.8465,37.6213,38,839,314,11463,3852,3.3,500000
-115.2493,39.4834,1,624,210,3957,1157,3.87,500000
-117.1054,35.0553,50,1013,479,5010,1719,4.42,500000
-121.4635,37.2346,50,4264,1377,13335,2737,0.07,31367.34
-117.2483,36.3289,25,2695,1279,13359,3180,1.84,500000
-116.6696,34.9008,47,4985,2301,11236,2932,2.06,500000
-119.9546,37.926,3,3795,1272,31258,8105,1.06,500000
-119.3075,37.5947,34,5620,2563,9591,2507,1.65,500000
