Company_ID,Company_Name,Industry,Years_Operating,Employees,R&D_Investment,Marketing_Spend,Operating_Costs,Revenue,Revenue_Category,Is_Profitable,Market_Share,Customer_Satisfaction,Export_Percentage,Has_Patents,Region
265,Company_265,Manufacturing,34,125,820055,38195,7602124,1782992,Medio,0,7.29,77.17,74.5,1,South
266,Company_266,Tech,33,316,282156,10000,3359526,1350305,Bajo,0,2.77,95,62.83,1,West
267,Company_267,Finance,16,4868,246516,25870,3142950,1822303,Medio,0,0.81,62.51,63.96,1,West
268,Company_268,Finance,17,375,361743,250104,723725,2130401,Alto,1,3.29,83.12,40.61,0,East
269,Company_269,Tech,2,122,1118713,54807,3433140,3326423,Premium,0,0.27,56.06,21.04,0,South
270,Company_270,Finance,29,30,87123,183852,350546,1874321,Alto,1,2.97,52.31,5.61,1,Central
271,Company_271,Healthcare,34,40,453371,208828,1154578,2165411,Alto,1,0.48,53.76,58.99,0,Central
272,Company_272,Tech,7,196,127619,16916,2300854,897157,Bajo,0,5.34,60.83,52.25,0,South
273,Company_273,Tech,33,247,262653,190597,181815,3074819,Premium,1,4.83,84.42,26.99,0,South
274,Company_274,Finance,36,50,1269999,181972,1384203,3181216,Premium,1,1.19,58.29,80.48,1,Central
275,Company_275,Manufacturing,44,2641,225138,63866,994993,1614504,Medio,1,7.26,62.0,31.63,0,West
276,Company_276,Tech,50,569,113494,294524,5121317,2145091,Alto,0,1.07,81.82,32.95,1,North
277,Company_277,Retail,32,22,718925,229022,455630,1633970,Medio,1,4.57,67.73,28.77,0,West
278,Company_278,Retail,42,30,371405,52673,2729079,1893770,Alto,0,9.49,55.18,77.03,0,South
279,Company_279,Tech,16,31,256246,18161,8289927,1924557,Alto,0,5.57,57.8,72.66,1,North
280,Company_280,Manufacturing,41,113,41614,23625,2543618,1063972,Bajo,0,5.57,75.37,68.84,0,Central
281,Company_281,Finance,30,500,636537,203181,231254,2554744,Alto,1,4.86,80.01,51.59,0,South
282,Company_282,Healthcare,49,348,130090,69255,99999,1650437,Medio,1,3.69,80.97,39.22,1,West
283,Company_283,Retail,22,264,271527,500000,2965667,2260644,Alto,0,5.83,63.91,28.92,0,West
284,Company_284,Tech,8,38,164677,32200,5826242,1075637,Bajo,0,4.33,72.35,25.92,1,Central
285,Company_285,Finance,39,375,628611,135314,1804744,2482183,Alto,1,11.35,77.56,14.29,0,Central
286,Company_286,Tech,46,405,429227,109803,4480115,2506910,Alto,0,6.07,83.55,37.54,0,East
287,Company_287,Manufacturing,19,230,465884,101679,2043614,1155545,Bajo,0,2.95,54.39,66.01,0,East
288,Company_288,Finance,50,190,161884,25488,5772601,1866654,Alto,0,1.49,56.41,96.88,1,South
289,Company_289,Retail,14,314,577010,107950,1880748,1842329,Medio,0,2.92,78.85,55.41,0,West
290,Company_290,Manufacturing,35,47,32002,188051,4089766,1167286,Bajo,0,2.47,56.0,80.27,0,Central
291,Company_291,Tech,25,24,239824,102904,124997,3151155,Premium,1,2.73,35.37,42.2,1,South
292,Company_292,Retail,33,284,337070,130971,3727120,1123371,Bajo,0,1.67,61.25,56.36,0,South
293,Company_293,Finance,25,2002,898009,76179,3037525,2954167,Premium,0,2.65,73.4,56.44,0,West
294,Company_294,Retail,16,274,124853,57265,2192053,882795,Bajo,0,9.7,51.11,48.55,1,North
295,Company_295,Tech,1,34,1045427,77826,591267,4036514,Premium,1,1.07,54.74,55.47,0,South
296,Company_296,Finance,15,32,178417,208598,6981418,1561513,Medio,0,11.1,67.38,16.62,1,South
297,Company_297,Manufacturing,21,4449,464257,121395,1309312,1362249,Bajo,1,0.76,52.72,44.44,0,East
298,Company_298,Manufacturing,3,262,692916,10000,1825599,1352047,Bajo,0,4.11,70.65,55.01,0,West
299,Company_299,Finance,13,19,149351,123050,2732861,1407612,Medio,0,1.1,68.91,72.58,0,East
300,Company_300,Finance,33,271,1017977,79745,6748100,3430468,Premium,0,4.99,72.85,55.24,0,South
301,Company_301,Healthcare,1,42,910391,86558,2216891,2602061,Alto,1,2.41,74.94,69.56,0,West
302,Company_302,Tech,24,396,36879,27313,1366144,1461380,Medio,1,6.37,73.84,87.14,1,South
303,Company_303,Finance,35,245,575458,307084,3689354,2610515,Premium,0,1.17,48.21,25.02,0,West
304,Company_304,Retail,13,307,63481,186019,1609913,614177,Bajo,0,1.6,69.22,88.02,0,Central
305,Company_305,Finance,34,2677,278898,76748,2112243,1812943,Medio,0,2.18,46.06,56.12,0,South
306,Company_306,Retail,31,388,159877,10000,350175,1113966,Bajo,1,1.94,69.58,60.64,1,North
307,Company_307,Tech,10,4633,40146,16471,2730756,1507361,Medio,0,4.13,70.75,30.64,1,North
308,Company_308,Manufacturing,22,1029,684272,263753,2132721,2149246,Alto,1,4.44,75.22,54.18,1,North
309,Company_309,Finance,25,50,256240,35206,2413553,1837719,Medio,0,11.47,36.4,94.85,0,East
310,Company_310,Finance,39,12,597442,111500,2958084,3689390,Premium,1,2.35,40.05,16.78,0,South
311,Company_311,Tech,43,1804,279234,82534,1554889,2779825,Premium,1,1.09,61.85,45.57,1,West
312,Company_312,Finance,31,19,176159,36332,2010915,1525649,Medio,0,0.57,79.79,40.64,0,South
313,Company_313,Tech,16,204,787107,204605,5313894,5286775,Premium,0,6.27,91.85,43.9,0,West
314,Company_314,Tech,38,343,424634,17779,2147513,2333628,Alto,1,7.45,50.71,60.84,1,West
315,Company_315,Manufacturing,32,47,502566,203771,1162868,1877639,Alto,1,0.65,63.02,9.87,0,North
316,Company_316,Tech,34,2903,717386,156043,3198769,3839628,Premium,1,2.15,56.71,14.55,1,South
317,Company_317,Retail,28,26,215317,30166,1144385,1396932,Medio,1,1.55,78.12,53.03,1,East
318,Company_318,Tech,39,27,113389,141389,4508664,2409636,Alto,0,2.01,77.26,19.41,0,East
319,Company_319,Tech,23,493,232386,62969,1030052,1307493,Bajo,1,6.75,76.27,59.36,1,South
320,Company_320,Tech,47,239,840354,174327,1042025,3144445,Premium,1,1.59,76.63,77.84,0,North
321,Company_321,Tech,37,28,524810,500000,2415546,4715249,Premium,1,8.37,58.66,47.39,1,Central
322,Company_322,Finance,11,441,480973,14377,3118423,884014,Bajo,0,2.77,61.32,77.78,0,South
323,Company_323,Healthcare,42,68,11976,58250,1934831,1167800,Bajo,0,2.84,72.38,93.46,0,West
324,Company_324,Finance,12,187,101635,72107,1992569,893137,Bajo,0,1.11,45.46,82.8,0,East
325,Company_325,Finance,44,216,982597,85146,6329353,2745177,Premium,0,0.73,73.62,79.32,1,Central
326,Company_326,Tech,17,2526,733851,109854,649663,2967929,Premium,1,5.27,89.61,31.51,0,South
327,Company_327,Tech,4,318,252570,43513,2828463,1614355,Medio,0,5.94,56.75,52.02,0,North
328,Company_328,Tech,18,1325,369653,116516,691570,1965208,Alto,1,6.89,50.12,65.24,0,East
329,Company_329,Manufacturing,9,358,110250,35317,3423764,661813,Bajo,0,8.18,37.54,13.04,1,Central
330,Company_330,Healthcare,5,318,30631,10000,7801646,730349,Bajo,0,8.74,95,47.7,0,South
331,Company_331,Healthcare,33,412,879290,51444,1245753,2601771,Alto,1,1.7,80.75,64.55,1,South
332,Company_332,Finance,39,3158,82506,141827,2308049,2781045,Premium,1,1.94,95,87.58,0,East
333,Company_333,Retail,29,27,171774,99924,2485721,1310752,Bajo,0,3.35,59.33,41.31,1,West
334,Company_334,Tech,28,35,95336,274315,4035121,2983490,Premium,0,0.14,84.07,40.17,1,North
335,Company_335,Manufacturing,46,18,425750,99334,1828432,1859972,Alto,1,0.33,68.74,41.86,1,South
336,Company_336,Healthcare,32,17,187314,66897,336444,1229417,Bajo,1,2.82,50.73,57.35,0,North
337,Company_337,Finance,31,1427,561844,53671,2154309,2375900,Alto,1,2.78,54.28,31.71,0,West
338,Company_338,Retail,15,347,862095,343946,1222506,2475744,Alto,1,2.23,79.15,75.88,0,South
339,Company_339,Manufacturing,27,24,60948,246962,501332,1459567,Medio,1,2.26,39.74,18.32,0,West
340,Company_340,Retail,1,19,64304,171553,930439,1352476,Bajo,1,2.78,60.92,46.58,1,East
341,Company_341,Healthcare,9,255,634312,34019,3550593,2087047,Alto,0,1.85,75.08,83.65,0,Central
342,Company_342,Tech,11,83,170135,152341,1695918,1317957,Bajo,0,9.18,65.01,69.92,0,Central
343,Company_343,Finance,38,806,239014,105904,600844,2113609,Alto,1,6.17,66.55,67.71,0,East
344,Company_344,Healthcare,39,19,544361,102955,1623576,1772789,Medio,1,4.67,45.34,83.4,0,West
345,Company_345,Manufacturing,21,399,351149,500000,332586,2054274,Alto,1,0.34,76.7,33.44,1,South
346,Company_346,Tech,30,323,84471,65632,5503988,1856655,Medio,0,0.86,70.31,15.46,0,West
347,Company_347,Tech,12,14,225854,91261,394714,1828881,Medio,1,2.82,58.48,30.89,1,South
348,Company_348,Healthcare,47,427,2071126,119775,7722226,6087091,Premium,0,1.51,90.14,90.2,0,Central
349,Company_349,Tech,14,617,309108,59098,2992632,2134148,Alto,0,2.68,79.71,65.62,0,West
350,Company_350,Healthcare,7,1350,978353,139647,3028659,2323198,Alto,0,6.49,31.77,28.68,0,West
351,Company_351,Retail,48,241,1111305,51244,1689134,1788033,Medio,1,0.1,66.89,35.21,0,West
352,Company_352,Manufacturing,37,375,328380,86123,921131,1013286,Bajo,1,0.66,53.32,83.31,0,Central
353,Company_353,Retail,9,3433,158855,41530,9713946,1036607,Bajo,0,0.15,52.51,13.58,0,North
354,Company_354,Tech,41,36,313815,33060,4075454,1725969,Medio,0,3.41,66.42,94.12,0,East
355,Company_355,Finance,15,18,220803,142908,6407313,1161670,Bajo,0,3.76,55.45,73.03,0,Central
356,Company_356,Healthcare,32,278,362073,173459,3631597,2034505,Alto,0,3.74,34.34,66.75,0,East
357,Company_357,Tech,14,240,128355,10000,5785018,1317205,Bajo,0,4.53,57.63,55.09,1,North
358,Company_358,Retail,28,213,442345,52758,2623919,1534317,Medio,0,4.92,82.18,11.85,0,Central
359,Company_359,Tech,27,190,261673,15190,2948002,2481532,Alto,0,1.75,64.52,88.66,0,East
360,Company_360,Tech,6,33,1290988,10000,387831,3349317,Premium,1,1.79,88.21,70.42,0,Central
361,Company_361,Tech,34,40,722176,63933,1255397,2077846,Alto,1,1.73,76.84,76.15,1,North
362,Company_362,Finance,25,16,281926,320257,1722736,2864933,Premium,1,7.63,75.01,30.4,1,South
363,Company_363,Tech,11,495,560867,105132,2684899,1985432,Alto,0,3.32,60.68,70.56,0,East
364,Company_364,Tech,42,266,164327,32674,4085049,2125718,Alto,0,1.42,67.54,25.15,0,West
365,Company_365,Tech,14,197,835640,289312,5246552,3862900,Premium,0,6.85,57.07,67.81,0,East
366,Company_366,Tech,2,198,144668,17666,6198294,1112176,Bajo,0,8.52,52.84,17.28,1,Central
367,Company_367,Retail,41,36,125862,46220,5092244,834715,Bajo,0,3.03,65.94,66.56,1,East
368,Company_368,Retail,40,39,543987,70325,102222,1355755,Bajo,1,0.82,65.84,54.12,0,West
369,Company_369,Retail,4,52,369030,71173,564061,1226363,Bajo,1,4.82,51.27,33.84,1,North
370,Company_370,Finance,21,1640,775158,25094,1653766,2245023,Alto,1,4.52,66.89,35.4,1,West
371,Company_371,Healthcare,30,45,35123,157811,4252243,1448780,Medio,0,6.55,79.04,65.72,1,Central
372,Company_372,Tech,48,311,172632,291010,1243797,1478674,Medio,1,1.84,70.46,41.1,1,West
373,Company_373,Tech,31,2424,1325541,95334,1050419,4025790,Premium,1,6.25,78.72,38.76,0,East
374,Company_374,Tech,27,1713,36608,59292,332334,1783117,Medio,1,8.1,84.3,47.41,1,East
375,Company_375,Finance,9,29,154287,122865,1427826,1996372,Alto,1,4.88,77.78,54.64,1,East
376,Company_376,Tech,12,246,1000427,12495,706090,1931308,Alto,1,0.42,82.21,78.36,0,East
377,Company_377,Finance,34,2075,11013,151384,1881054,1830407,Medio,0,3.96,65.03,61.32,1,North
378,Company_378,Retail,7,24,57336,10000,1592212,595958,Bajo,0,2.47,76.38,53.46,1,East
379,Company_379,Retail,8,184,359635,38017,1815933,1110389,Bajo,0,3.52,69.21,78.65,0,Central
380,Company_380,Retail,7,42,187863,111240,4093428,986351,Bajo,0,3.39,61.39,84.13,1,East
381,Company_381,Healthcare,16,47,17523,307233,3324205,1590744,Medio,0,11.73,58.18,25.24,1,South
382,Company_382,Retail,5,44,173228,416511,1662984,1636881,Medio,0,4.29,54.84,26.25,0,North
383,Company_383,Healthcare,15,333,176913,202417,704931,1656622,Medio,1,0.21,47.75,16.34,1,West
384,Company_384,Finance,43,76,1028627,67533,1445246,2456003,Alto,1,8.2,82.71,35.33,1,Central
385,Company_385,Tech,16,201,279342,178626,4783664,1714763,Medio,0,12.28,42.6,61.01,0,West
386,Company_386,Retail,36,13,564666,49141,1429482,1484064,Medio,1,1.28,92.77,54.24,0,East
387,Company_387,Retail,23,72,600438,14790,3095131,1415892,Medio,0,1.95,79.22,79.74,1,East
388,Company_388,Tech,38,48,177447,261922,7447975,2738313,Premium,0,4.77,77.61,25.89,1,Central
389,Company_389,Tech,37,25,271584,62191,5336495,2381226,Alto,0,0.46,47.91,28.03,1,South
390,Company_390,Retail,9,457,236366,15494,4405860,623529,Bajo,0,1.51,59.31,78.76,1,North
391,Company_391,Finance,39,419,52086,72433,2311644,1627470,Medio,0,3.33,30.2,94.06,0,East
392,Company_392,Finance,12,351,230201,43686,364463,1210806,Bajo,1,3.92,80.41,29.95,0,Central
393,Company_393,Tech,19,38,186637,172769,1285151,2277467,Alto,1,0.54,65.27,74.05,1,East
394,Company_394,Retail,30,17,866087,22266,2943310,2074939,Alto,0,0.76,95,56.19,0,Central
395,Company_395,Retail,3,411,1464615,25308,1459803,2521282,Alto,1,12.53,58.02,52.34,0,North
396,Company_396,Retail,3,184,623657,44195,3270282,1538241,Medio,0,3.48,70.51,23.51,0,South
397,Company_397,Finance,21,227,810944,339125,8165547,2985397,Premium,0,2.67,54.08,94.19,0,East
398,Company_398,Finance,17,2698,431919,100465,778421,2505981,Alto,1,2.37,58.37,14.29,1,West
399,Company_399,Manufacturing,24,160,522999,10000,6651870,1145008,Bajo,0,3.62,48.57,5.91,0,West
400,Company_400,Tech,47,425,353393,28041,4063842,1910328,Alto,0,1.93,48.11,23.8,0,North
401,Company_401,Tech,19,4868,458471,260632,3746029,4350867,Premium,1,10.05,64.33,31.7,0,South
402,Company_402,Tech,10,479,417492,150523,1711972,2881993,Premium,1,0.83,67.83,2.55,0,East
403,Company_403,Finance,31,489,941714,10000,740517,2923486,Premium,1,5.57,62.87,15.33,0,East
404,Company_404,Retail,10,23,1214401,76878,2772212,2198450,Alto,0,1.98,34.68,69.38,1,North
405,Company_405,Retail,35,98,65195,28890,3549186,1041669,Bajo,0,5.62,32.64,43.85,0,South
406,Company_406,Tech,7,43,577538,65994,3905254,2180428,Alto,0,12.08,73.23,50.34,0,North
407,Company_407,Finance,49,45,331154,251859,524208,2790990,Premium,1,1.2,69.77,28.93,0,North
408,Company_408,Finance,2,4318,1060642,92649,11976987,4289705,Premium,0,1.06,52.75,39.99,1,Central
409,Company_409,Tech,18,253,50956,48068,11035357,1503363,Medio,0,3.48,31.17,80.89,0,North
410,Company_410,Manufacturing,42,58,275060,31270,5894120,905942,Bajo,0,0.1,58.52,27.1,0,Central
411,Company_411,Tech,48,526,256549,21870,566162,1700801,Medio,1,5.81,49.5,74.78,0,East
412,Company_412,Tech,13,22,151882,243175,2915381,1480884,Medio,0,2.12,61.49,39.95,1,East
413,Company_413,Retail,48,96,467218,40820,4385601,1964786,Alto,0,3.22,69.8,23.45,1,South
414,Company_414,Finance,12,274,558796,84984,1392990,2282345,Alto,1,2.04,85.92,86.44,1,Central
415,Company_415,Finance,4,3033,286969,105001,1127665,1563993,Medio,1,1.81,81.34,60.56,0,South
416,Company_416,Retail,45,40,738792,251838,613552,2169649,Alto,1,10.15,95,78.64,1,Central
417,Company_417,Finance,33,3761,123260,39408,1874401,1711578,Medio,0,2.8,48.7,14.99,1,North
418,Company_418,Retail,7,257,263244,80481,2884635,1611841,Medio,0,2.57,58.16,37.95,0,West
419,Company_419,Healthcare,8,267,492287,222320,1859829,2029097,Alto,1,4.9,94.56,60.73,0,East
420,Company_420,Retail,50,4946,220521,90422,692333,2048855,Alto,1,4.0,47.03,24.92,0,West
421,Company_421,Manufacturing,47,4255,48121,10000,5929073,1430265,Medio,0,0.57,73.76,63.56,1,North
422,Company_422,Tech,13,205,627772,374784,367506,3293529,Premium,1,1.21,46.37,71.11,0,East
423,Company_423,Tech,27,190,220375,64603,1580934,1230685,Bajo,0,5.74,24.28,10.41,0,West
424,Company_424,Retail,17,388,1553997,189108,1908330,3624512,Premium,1,1.7,69.63,65.65,1,North
425,Company_425,Retail,16,325,118583,40830,3669520,1001265,Bajo,0,0.88,75.07,49.42,0,East
426,Company_426,Retail,41,212,452942,42212,6695520,1753610,Medio,0,0.1,84.68,56.4,0,South
427,Company_427,Tech,40,91,598653,47405,2770666,2493072,Alto,0,2.3,93.53,60.59,0,South
428,Company_428,Manufacturing,14,285,203081,20706,1825535,723162,Bajo,0,0.88,62.12,65.48,0,North
429,Company_429,Manufacturing,50,35,867214,202208,753164,2047908,Alto,1,1.5,72.35,36.9,1,South
430,Company_430,Retail,30,4526,987871,69137,1822052,2746600,Premium,1,1.47,65.58,49.86,0,West
431,Company_431,Manufacturing,9,28,189901,159414,133145,736678,Bajo,1,3.71,65.83,71.64,0,Central
432,Company_432,Finance,11,4448,150611,10000,1890872,1298638,Bajo,0,1.26,95,61.1,1,Central
433,Company_433,Retail,22,188,523498,292080,3626999,1514887,Medio,0,1.46,78.98,36.64,1,Central
434,Company_434,Retail,5,1585,479667,42722,3783073,1400737,Medio,0,4.08,52.27,63.89,0,South
435,Company_435,Tech,28,1413,877448,197041,4436878,3228256,Premium,0,2.62,70.03,40.51,0,East
436,Company_436,Finance,29,21,434463,95223,4477062,1446266,Medio,0,1.01,73.6,48.35,0,Central
437,Company_437,Finance,13,452,147955,212268,3143078,1765989,Medio,0,4.99,72.56,46.92,1,East
438,Company_438,Finance,27,35,60492,199355,2654813,1441214,Medio,0,6.36,61.98,34.15,0,East
439,Company_439,Finance,31,4349,1106856,47384,3836776,3156107,Premium,0,0.33,66.74,19.38,0,Central
440,Company_440,Tech,37,388,215352,360150,1726147,2907240,Premium,1,3.23,51.67,83.96,0,West
441,Company_441,Healthcare,33,3179,1149057,154829,6158951,3811150,Premium,0,4.01,92.88,77.6,1,South
442,Company_442,Retail,22,449,799180,95349,1252349,1765388,Medio,1,1.48,71.67,31.11,0,Central
443,Company_443,Tech,39,823,1098827,62318,1169591,2838551,Premium,1,2.78,79.34,44.67,1,West
444,Company_444,Tech,50,467,113410,122750,3143344,1624872,Medio,0,1.17,74.65,31.44,0,West
445,Company_445,Finance,7,208,683419,108915,1510038,3180744,Premium,1,1.93,50.17,17.03,0,South
446,Company_446,Finance,27,3934,148427,29990,1681670,1312402,Bajo,0,1.91,26.02,16.27,0,South
447,Company_447,Tech,27,1420,353081,98012,2804900,2120332,Alto,0,1.47,88.88,60.38,0,South
448,Company_448,Healthcare,15,430,91254,42442,4785764,1327178,Bajo,0,3.85,48.6,89.19,0,South
449,Company_449,Tech,26,342,426174,34798,1446682,2403927,Alto,1,8.91,65.56,25.26,0,East
450,Company_450,Manufacturing,28,328,114570,103880,3461963,613816,Bajo,0,2.9,65.2,91.84,0,North
451,Company_451,Retail,50,43,483062,74511,2087173,1885284,Alto,0,0.92,84.4,39.54,1,North
452,Company_452,Retail,39,985,426362,29445,3896650,1424161,Medio,0,2.14,55.74,72.71,0,East
453,Company_453,Retail,31,38,246200,294221,483796,2071098,Alto,1,1.57,36.99,19.96,1,West
454,Company_454,Tech,47,356,823670,333099,6114756,5273631,Premium,0,5.86,70.74,58.07,0,East
455,Company_455,Manufacturing,25,495,602360,374545,3721651,1656992,Medio,0,6.62,61.68,46.47,0,Central
456,Company_456,Manufacturing,48,392,154555,65693,2333832,1284988,Bajo,0,3.11,53.52,55.07,0,East
457,Company_457,Retail,36,429,339145,421301,4195439,2961630,Premium,0,8.06,55.43,43.5,0,West
458,Company_458,Tech,38,309,819870,313183,2238761,3971321,Premium,1,5.04,61.67,68.47,0,East
459,Company_459,Manufacturing,16,391,187273,40966,2532244,1213352,Bajo,0,0.81,64.23,72.3,0,West
460,Company_460,Healthcare,48,33,309081,73000,804219,2092568,Alto,1,4.1,65.37,33.26,1,Central
461,Company_461,Tech,4,274,446365,147108,415450,1270463,Bajo,1,7.96,75.8,64.83,1,East
462,Company_462,Retail,27,44,1650843,10489,3851724,2395283,Alto,0,2.68,60.22,33.74,0,West
463,Company_463,Tech,23,37,157384,42528,4410925,1612703,Medio,0,9.19,61.07,26.09,0,North
464,Company_464,Tech,23,19,598918,27490,3337204,2461697,Alto,0,1.84,60.26,51.2,1,East
465,Company_465,Finance,8,83,280059,45184,1067851,1462267,Medio,1,2.2,66.52,35.24,0,Central
466,Company_466,Tech,49,50,364788,19497,4111997,2104356,Alto,0,10.04,65.74,52.62,1,Central
467,Company_467,Retail,44,4664,481611,76759,1143614,3377525,Premium,1,7.06,78.38,19.08,0,Central
468,Company_468,Finance,1,261,315596,35136,705630,1781358,Medio,1,4.08,83.14,23.14,1,South
469,Company_469,Finance,9,68,412127,42939,1048795,1967613,Alto,1,5.35,42.19,25.81,0,South
470,Company_470,Tech,42,34,134254,36076,2521479,1921436,Alto,0,0.4,66.66,64.36,0,Central
471,Company_471,Tech,7,53,319489,417164,731507,2997528,Premium,1,5.61,70.19,41.21,1,East
472,Company_472,Finance,24,28,669938,10000,850553,2271945,Alto,1,7.69,53.25,48.46,0,East
473,Company_473,Retail,16,22,546696,277308,2018243,1672233,Medio,0,2.34,59.79,23.15,1,West
474,Company_474,Retail,11,314,370588,150914,7028592,1515594,Medio,0,4.65,51.85,21.06,1,Central
475,Company_475,Tech,7,93,30216,16972,1977055,971975,Bajo,0,0.38,62.92,56.58,0,Central
476,Company_476,Healthcare,45,2543,129531,79610,5249760,2203837,Alto,0,1.01,80.02,26.61,0,South
477,Company_477,Retail,6,459,443366,163404,2029372,2126316,Alto,1,3.77,59.4,72.12,0,East
478,Company_478,Finance,6,66,117815,184237,185944,1812382,Medio,1,0.22,72.62,51.68,0,East
479,Company_479,Finance,18,38,733600,123620,8393007,2758238,Premium,0,2.32,95,18.15,1,West
480,Company_480,Retail,40,18,168489,63561,2803315,1490053,Medio,0,1.03,95,31.71,0,South
481,Company_481,Tech,12,2365,141087,164542,3057003,2016486,Alto,0,2.8,77.91,73.08,0,North
482,Company_482,Tech,49,1154,752164,99882,5021960,4011677,Premium,0,10.06,77.92,71.15,0,East
483,Company_483,Healthcare,13,20,49908,106568,841277,1348957,Bajo,1,2.74,51.42,26.79,0,Central
484,Company_484,Tech,31,31,167173,29235,1075786,1459077,Medio,1,3.59,82.65,83.6,1,Central
485,Company_485,Healthcare,14,56,280269,180510,3985709,2432302,Alto,0,2.06,70.56,92.2,0,East
486,Company_486,Healthcare,31,334,282199,243928,3685767,2292511,Alto,0,7.61,75.74,64.56,0,South
487,Company_487,Finance,39,2679,69831,35851,5687714,1770351,Medio,0,10.38,55.24,64.44,0,South
488,Company_488,Manufacturing,19,34,361292,10000,4671248,992081,Bajo,0,0.45,72.28,80.84,0,Central
489,Company_489,Tech,2,30,522436,62301,3458624,2646602,Premium,0,5.99,37.78,11.15,1,North
490,Company_490,Finance,5,16,479970,44257,2337225,1957139,Alto,0,3.51,66.77,24.41,0,North
491,Company_491,Finance,3,24,122962,81503,2224505,1173424,Bajo,0,7.82,51.1,13.26,0,East
492,Company_492,Finance,10,371,957740,145256,928066,3342236,Premium,1,5.21,58.98,70.6,1,Central
493,Company_493,Tech,25,2184,168952,299987,5017195,2729571,Premium,0,0.32,79.88,45.89,0,East
494,Company_494,Healthcare,39,301,425449,377274,126327,2742643,Premium,1,0.1,48.6,43.47,0,North
495,Company_495,Tech,10,23,110229,500000,1000121,2154952,Alto,1,8.16,95,42.07,0,West
496,Company_496,Manufacturing,27,10,560085,12257,1542895,1023932,Bajo,0,3.36,48.19,74.09,0,East
497,Company_497,Manufacturing,35,33,896926,63637,2299002,2492640,Alto,1,2.31,73.07,49.8,1,North
498,Company_498,Finance,23,280,992393,122605,4306002,3236892,Premium,0,4.13,40.32,45.01,0,North
499,Company_499,Retail,11,400,846856,21729,7887708,1738210,Medio,0,2.51,58.48,57.24,1,South
500,Company_500,Retail,20,35,249563,193900,1624546,1031396,Bajo,0,0.39,68.82,35.99,1,Central
