Age,WorkClass,Education,EducationNum,MaritalStatus,Occupation,Race,Gender,CapitalGain,CapitalLoss,HoursPerWeek,Income
50,Local-gov,7th-8th,7,Widowed,Transport-moving,Asian-Pac-Islander,Male,0,0,51,0
22,Self-emp-not-inc,HS-grad,4,Never-married,Farming-fishing,Asian-Pac-Islander,Female,0,0,67,0
25,Self-emp-not-inc,Bachelors,14,Never-married,Protective-serv,Amer-Indian-Eskimo,Male,32544,0,94,0
57,Local-gov,Doctorate,9,Married-AF-spouse,Sales,Asian-Pac-Islander,Male,0,0,16,0
81,Self-emp-inc,Assoc-acdm,4,Married-AF-spouse,Exec-managerial,Black,Female,97793,0,19,0
38,Local-gov,HS-grad,8,Married-civ-spouse,Priv-house-serv,Asian-Pac-Islander,Male,2142,0,57,0
38,Local-gov,Prof-school,10,Married-spouse-absent,Sales,Black,Female,25893,0,50,0
34,Private,12th,4,Widowed,Protective-serv,Amer-Indian-Eskimo,Male,0,3611,62,0
31,State-gov,Prof-school,2,Widowed,Transport-moving,Black,Female,0,0,39,0
26,Federal-gov,11th,6,Divorced,Exec-managerial,Asian-Pac-Islander,Female,0,0,16,0
73,Self-emp-not-inc,Assoc-voc,14,Never-married,Craft-repair,Other,Male,85685,0,22,0
68,Self-emp-inc,1st-4th,14,Married-AF-spouse,Craft-repair,Black,Female,0,0,48,0
38,Private,Assoc-acdm,9,Separated,Priv-house-serv,White,Female,38642,5769,17,0
53,State-gov,HS-grad,16,Widowed,Transport-moving,Amer-Indian-Eskimo,Male,0,46050,44,0
19,Federal-gov,11th,11,Divorced,Prof-specialty,Asian-Pac-Islander,Male,0,0,20,0
60,State-gov,Doctorate,15,Widowed,Handlers-cleaners,White,Male,0,0,28,0
49,Self-emp-inc,10th,6,Never-married,Handlers-cleaners,Asian-Pac-Islander,Female,53697,0,61,0
58,Private,Bachelors,13,Married-spouse-absent,Handlers-cleaners,Asian-Pac-Islander,Male,0,33475,20,0
31,Without-pay,7th-8th,14,Divorced,Priv-house-serv,Amer-Indian-Eskimo,Female,0,28201,87,0
90,Federal-gov,5th-6th,15,Separated,Tech-support,White,Male,0,4733,69,0
41,Without-pay,11th,14,Married-spouse-absent,Handlers-cleaners,Other,Female,0,0,65,0
60,State-gov,Assoc-voc,7,Married-spouse-absent,Machine-op-inspct,White,Male,0,0,72,0
51,Self-emp-not-inc,11th,16,Separated,Protective-serv,Black,Female,0,0,40,0
18,Self-emp-not-inc,Doctorate,3,Never-married,Farming-fishing,Asian-Pac-Islander,Male,19290,0,90,0
61,Without-pay,Doctorate,1,Married-AF-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,2225,34,0
70,Local-gov,1st-4th,2,Married-AF-spouse,Farming-fishing,Black,Female,0,0,26,0
51,State-gov,Assoc-acdm,9,Married-civ-spouse,Priv-house-serv,Other,Male,0,22487,22,0
54,Federal-gov,Masters,8,Married-AF-spouse,Transport-moving,Black,Female,0,0,42,0
40,Local-gov,Assoc-voc,13,Married-AF-spouse,Exec-managerial,Asian-Pac-Islander,Female,0,20359,44,0
86,Federal-gov,7th-8th,7,Never-married,Machine-op-inspct,Other,Male,0,0,14,0
40,Local-gov,Preschool,3,Never-married,Sales,Amer-Indian-Eskimo,Male,71059,0,46,0
41,Without-pay,Preschool,13,Separated,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,2,0
67,Local-gov,Assoc-voc,10,Married-spouse-absent,Other-service,Asian-Pac-Islander,Male,0,0,96,0
57,Private,9th,8,Divorced,Machine-op-inspct,White,Female,0,0,8,0
37,Self-emp-inc,HS-grad,6,Married-AF-spouse,Machine-op-inspct,Black,Male,0,0,93,0
35,Self-emp-not-inc,5th-6th,1,Widowed,Craft-repair,Amer-Indian-Eskimo,Female,89541,37734,40,0
25,Self-emp-not-inc,9th,8,Never-married,Transport-moving,Black,Male,0,1327,90,0
42,Private,9th,9,Married-AF-spouse,Sales,Black,Female,0,0,78,0
43,Private,Some-college,1,Divorced,Machine-op-inspct,Black,Female,80826,0,19,0
41,Self-emp-inc,Doctorate,6,Married-AF-spouse,Armed-Forces,Black,Female,0,0,30,0
61,Self-emp-not-inc,Preschool,14,Divorced,Armed-Forces,Black,Female,18405,0,81,0
79,Federal-gov,11th,8,Married-civ-spouse,Craft-repair,White,Male,0,0,34,0
90,Local-gov,HS-grad,5,Separated,Machine-op-inspct,Black,Female,0,0,17,0
74,Without-pay,11th,16,Widowed,Armed-Forces,Other,Female,0,0,71,0
83,Self-emp-not-inc,Preschool,12,Married-AF-spouse,Protective-serv,White,Male,0,0,29,0
27,Self-emp-not-inc,Preschool,2,Separated,Other-service,Other,Male,0,0,21,0
78,Without-pay,9th,6,Divorced,Sales,Amer-Indian-Eskimo,Male,0,10359,27,0
21,Local-gov,Prof-school,2,Married-spouse-absent,Craft-repair,Asian-Pac-Islander,Female,0,0,26,0
51,Self-emp-inc,11th,15,Never-married,Priv-house-serv,Asian-Pac-Islander,Female,0,0,76,0
84,Self-emp-inc,Doctorate,2,Married-civ-spouse,Handlers-cleaners,Other,Male,0,0,62,0
38,Self-emp-not-inc,9th,6,Separated,Farming-fishing,Asian-Pac-Islander,Female,0,11310,80,0
22,Federal-gov,Assoc-voc,5,Divorced,Machine-op-inspct,Other,Female,0,0,16,0
53,Self-emp-inc,Bachelors,11,Divorced,Protective-serv,Black,Male,0,0,7,0
42,Self-emp-inc,Some-college,2,Never-married,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,90,0
56,Local-gov,12th,13,Married-spouse-absent,Machine-op-inspct,Black,Male,0,41830,38,0
62,Federal-gov,7th-8th,5,Married-spouse-absent,Craft-repair,White,Female,0,0,81,0
88,Local-gov,9th,14,Separated,Protective-serv,White,Female,0,0,100,0
70,Self-emp-inc,Assoc-acdm,8,Married-civ-spouse,Tech-support,Amer-Indian-Eskimo,Female,47659,0,99,0
74,Local-gov,10th,1,Separated,Prof-specialty,Asian-Pac-Islander,Female,0,0,22,0
80,Private,Bachelors,5,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,0,0,15,0
82,Self-emp-not-inc,12th,10,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Female,0,0,64,0
77,Self-emp-not-inc,11th,10,Divorced,Sales,Other,Female,0,44578,93,0
52,Without-pay,Assoc-voc,12,Married-AF-spouse,Sales,White,Female,19789,0,14,0
47,Local-gov,Preschool,2,Married-spouse-absent,Prof-specialty,Other,Male,0,19049,90,0
47,Local-gov,9th,5,Never-married,Farming-fishing,Black,Female,0,0,45,0
57,Private,Some-college,4,Married-AF-spouse,Prof-specialty,Black,Female,0,0,65,0
23,Federal-gov,1st-4th,13,Separated,Protective-serv,Black,Male,37712,0,89,0
46,Local-gov,9th,7,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Male,0,0,51,0
86,State-gov,Some-college,2,Married-AF-spouse,Transport-moving,Black,Female,0,0,34,0
80,Without-pay,HS-grad,16,Widowed,Armed-Forces,Other,Female,0,0,55,0
36,Self-emp-not-inc,Assoc-voc,7,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Male,0,45928,57,0
31,Self-emp-not-inc,Doctorate,6,Separated,Tech-support,Asian-Pac-Islander,Male,0,18408,76,0
88,State-gov,12th,11,Divorced,Sales,Other,Male,0,0,60,0
58,Private,Masters,7,Married-spouse-absent,Priv-house-serv,Other,Male,0,47472,44,0
64,Self-emp-not-inc,1st-4th,9,Married-civ-spouse,Priv-house-serv,Black,Female,0,49954,52,0
37,Self-emp-inc,5th-6th,7,Widowed,Handlers-cleaners,Other,Female,0,17799,81,0
30,Without-pay,HS-grad,13,Separated,Craft-repair,Other,Male,0,0,22,0
78,Self-emp-inc,Assoc-acdm,5,Married-spouse-absent,Armed-Forces,Black,Male,0,0,91,0
46,State-gov,Bachelors,10,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,39,0
20,Private,Prof-school,15,Married-AF-spouse,Priv-house-serv,Other,Female,0,0,30,0
56,Local-gov,HS-grad,3,Married-AF-spouse,Craft-repair,Amer-Indian-Eskimo,Male,0,0,38,0
56,Private,HS-grad,4,Married-civ-spouse,Priv-house-serv,Black,Female,0,0,86,0
44,Private,Assoc-voc,9,Separated,Prof-specialty,Black,Female,0,20309,94,0
73,Federal-gov,Assoc-voc,3,Widowed,Sales,Asian-Pac-Islander,Female,0,0,10,0
31,State-gov,10th,6,Married-spouse-absent,Farming-fishing,Black,Male,0,0,15,0
69,Local-gov,11th,15,Separated,Priv-house-serv,Black,Female,0,0,22,0
90,Self-emp-not-inc,Bachelors,16,Never-married,Transport-moving,Amer-Indian-Eskimo,Male,0,33240,37,0
48,Federal-gov,9th,16,Married-AF-spouse,Craft-repair,Amer-Indian-Eskimo,Male,83514,0,19,0
36,Local-gov,12th,1,Never-married,Transport-moving,Other,Female,0,0,43,0
43,Federal-gov,12th,4,Married-AF-spouse,Armed-Forces,Amer-Indian-Eskimo,Female,0,0,82,0
18,State-gov,10th,3,Separated,Exec-managerial,Other,Female,0,0,32,0
52,Without-pay,9th,14,Divorced,Exec-managerial,Black,Male,82665,0,73,0
49,Self-emp-inc,9th,6,Married-spouse-absent,Machine-op-inspct,White,Male,0,14598,45,0
79,Local-gov,5th-6th,10,Widowed,Craft-repair,Black,Male,0,25115,37,0
18,Self-emp-not-inc,9th,16,Married-spouse-absent,Farming-fishing,Black,Male,0,0,94,0
87,State-gov,Masters,2,Never-married,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,47,0
63,Self-emp-inc,Assoc-acdm,5,Separated,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,23,0
69,Local-gov,12th,8,Never-married,Priv-house-serv,Amer-Indian-Eskimo,Male,0,0,53,0
47,Private,Assoc-voc,13,Married-AF-spouse,Machine-op-inspct,Amer-Indian-Eskimo,Female,7789,0,52,0
55,State-gov,Doctorate,4,Divorced,Sales,Black,Male,0,0,21,0
83,Federal-gov,7th-8th,4,Married-civ-spouse,Prof-specialty,White,Female,85448,0,47,0
81,State-gov,Doctorate,16,Separated,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,71,0
72,Self-emp-not-inc,1st-4th,12,Married-AF-spouse,Sales,Other,Female,0,0,11,0
57,Private,Preschool,13,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,0,0,58,0
45,Self-emp-not-inc,7th-8th,6,Married-civ-spouse,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,90,0
89,Self-emp-not-inc,Bachelors,2,Never-married,Handlers-cleaners,White,Female,0,0,98,0
32,Local-gov,10th,9,Divorced,Tech-support,Amer-Indian-Eskimo,Male,0,0,21,0
34,Private,Bachelors,4,Widowed,Exec-managerial,White,Female,0,0,37,0
49,State-gov,10th,4,Never-married,Tech-support,Asian-Pac-Islander,Male,0,5196,8,0
33,State-gov,12th,9,Widowed,Handlers-cleaners,Asian-Pac-Islander,Female,0,45575,64,0
57,Self-emp-not-inc,11th,15,Married-AF-spouse,Other-service,Black,Female,0,47861,22,0
58,State-gov,10th,4,Married-spouse-absent,Craft-repair,White,Female,0,0,51,0
68,Self-emp-not-inc,HS-grad,1,Married-spouse-absent,Priv-house-serv,Black,Male,0,0,51,0
59,Self-emp-inc,Masters,10,Married-civ-spouse,Transport-moving,Other,Male,0,0,6,0
17,Without-pay,Assoc-acdm,9,Widowed,Armed-Forces,White,Male,55022,0,45,0
70,Without-pay,Assoc-voc,14,Never-married,Handlers-cleaners,Other,Female,0,3956,71,0
18,Self-emp-inc,Assoc-voc,9,Divorced,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,65,0
76,Self-emp-not-inc,7th-8th,10,Married-spouse-absent,Handlers-cleaners,Amer-Indian-Eskimo,Female,4011,0,41,0
26,Private,HS-grad,6,Married-AF-spouse,Transport-moving,White,Male,0,0,39,0
72,Local-gov,Bachelors,13,Divorced,Handlers-cleaners,Amer-Indian-Eskimo,Female,27150,0,24,0
43,Without-pay,5th-6th,12,Married-spouse-absent,Handlers-cleaners,Other,Male,0,0,44,0
62,Self-emp-inc,Bachelors,1,Separated,Exec-managerial,Black,Female,0,0,62,0
72,Self-emp-not-inc,Bachelors,1,Married-spouse-absent,Transport-moving,White,Male,0,42971,11,0
44,Self-emp-inc,Doctorate,16,Divorced,Armed-Forces,Other,Male,0,0,71,0
56,Private,Bachelors,3,Married-AF-spouse,Prof-specialty,Other,Male,0,0,11,0
22,Federal-gov,9th,7,Married-AF-spouse,Handlers-cleaners,White,Male,0,0,55,0
81,Without-pay,Preschool,8,Married-civ-spouse,Exec-managerial,White,Male,0,25109,76,0
35,Federal-gov,7th-8th,5,Separated,Exec-managerial,White,Female,0,0,22,0
20,State-gov,Masters,7,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,54827,0,22,0
70,Self-emp-not-inc,10th,1,Married-spouse-absent,Machine-op-inspct,White,Male,0,13855,67,0
76,Private,10th,15,Married-civ-spouse,Transport-moving,Asian-Pac-Islander,Female,0,48086,43,0
42,Without-pay,Some-college,15,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0,0,60,0
62,State-gov,Prof-school,3,Divorced,Priv-house-serv,Amer-Indian-Eskimo,Female,0,0,64,0
72,State-gov,Assoc-voc,1,Married-AF-spouse,Tech-support,Other,Female,0,0,21,0
40,Self-emp-inc,HS-grad,15,Married-civ-spouse,Farming-fishing,White,Female,0,0,80,0
43,State-gov,10th,3,Married-spouse-absent,Prof-specialty,Amer-Indian-Eskimo,Female,0,0,34,0
31,Local-gov,9th,14,Married-civ-spouse,Farming-fishing,Black,Male,0,0,72,0
29,Self-emp-not-inc,Prof-school,3,Married-civ-spouse,Handlers-cleaners,Black,Female,0,0,100,0
26,Self-emp-not-inc,Bachelors,12,Married-AF-spouse,Transport-moving,Black,Male,0,0,31,0
26,Federal-gov,Doctorate,15,Married-spouse-absent,Craft-repair,Black,Male,0,0,16,0
37,Private,10th,14,Widowed,Sales,Amer-Indian-Eskimo,Male,29209,0,98,0
72,Federal-gov,1st-4th,2,Never-married,Protective-serv,Black,Female,99731,20733,75,0
56,Without-pay,Assoc-acdm,8,Married-civ-spouse,Craft-repair,White,Male,0,0,51,0
81,Self-emp-not-inc,Preschool,16,Never-married,Craft-repair,Black,Male,0,0,16,0
84,Federal-gov,Prof-school,3,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,0,0,81,0
87,State-gov,10th,3,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,37,0
19,Local-gov,10th,13,Married-AF-spouse,Tech-support,Asian-Pac-Islander,Female,89079,0,79,0
86,Without-pay,Doctorate,5,Never-married,Farming-fishing,Amer-Indian-Eskimo,Male,0,0,2,0
35,Private,11th,7,Married-civ-spouse,Protective-serv,Amer-Indian-Eskimo,Female,0,0,66,0
62,Private,11th,15,Widowed,Machine-op-inspct,White,Male,0,0,98,0
63,State-gov,Doctorate,11,Married-civ-spouse,Exec-managerial,White,Female,0,22877,27,0
79,Federal-gov,1st-4th,2,Separated,Machine-op-inspct,Other,Male,0,0,47,0
61,Federal-gov,10th,3,Divorced,Handlers-cleaners,White,Male,0,0,3,0
48,Self-emp-inc,HS-grad,15,Married-spouse-absent,Priv-house-serv,Asian-Pac-Islander,Female,0,0,60,0
25,Private,Masters,3,Separated,Exec-managerial,White,Female,0,6998,91,0
52,Local-gov,Prof-school,7,Married-civ-spouse,Exec-managerial,Other,Male,0,0,47,0
79,Without-pay,Assoc-acdm,7,Married-civ-spouse,Armed-Forces,Amer-Indian-Eskimo,Male,2417,0,98,0
25,Private,1st-4th,13,Never-married,Transport-moving,Asian-Pac-Islander,Female,0,30996,19,0
86,Self-emp-inc,Doctorate,11,Widowed,Protective-serv,Amer-Indian-Eskimo,Female,13510,9776,94,0
37,State-gov,HS-grad,10,Widowed,Exec-managerial,Black,Female,8639,0,28,0
52,Federal-gov,Prof-school,10,Married-spouse-absent,Priv-house-serv,Amer-Indian-Eskimo,Female,92352,0,1,0
42,State-gov,Bachelors,8,Separated,Handlers-cleaners,Asian-Pac-Islander,Male,0,49200,3,0
51,Self-emp-inc,Prof-school,15,Separated,Armed-Forces,White,Male,0,0,49,0
31,Self-emp-inc,7th-8th,13,Widowed,Transport-moving,Black,Male,0,0,15,0
73,Local-gov,Assoc-acdm,11,Separated,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,91,0
28,State-gov,10th,2,Widowed,Craft-repair,Asian-Pac-Islander,Male,0,0,20,0
57,Self-emp-not-inc,Masters,1,Married-civ-spouse,Priv-house-serv,Asian-Pac-Islander,Male,0,24979,25,0
67,Local-gov,7th-8th,2,Widowed,Transport-moving,Other,Female,0,0,53,0
74,Private,HS-grad,16,Married-AF-spouse,Craft-repair,Asian-Pac-Islander,Female,6467,0,61,0
24,Without-pay,1st-4th,4,Married-civ-spouse,Craft-repair,Other,Female,0,0,37,0
70,Self-emp-inc,Some-college,2,Separated,Craft-repair,Other,Male,0,47455,65,0
43,Local-gov,Masters,16,Separated,Prof-specialty,Other,Male,0,0,3,0
76,State-gov,7th-8th,10,Widowed,Priv-house-serv,Black,Male,0,0,56,0
37,Private,Assoc-acdm,5,Widowed,Armed-Forces,Asian-Pac-Islander,Male,30506,0,9,0
17,Self-emp-not-inc,Bachelors,15,Married-civ-spouse,Prof-specialty,Other,Male,0,0,55,0
74,Private,Assoc-voc,12,Married-spouse-absent,Prof-specialty,Other,Female,0,0,57,0
66,Self-emp-not-inc,Assoc-voc,2,Never-married,Handlers-cleaners,White,Female,0,0,49,0
53,Federal-gov,Some-college,8,Married-civ-spouse,Farming-fishing,Asian-Pac-Islander,Male,0,0,90,0
55,State-gov,Masters,6,Divorced,Prof-specialty,White,Male,85084,0,84,0
38,Self-emp-inc,HS-grad,10,Married-AF-spouse,Prof-specialty,Black,Male,0,0,57,0
75,Private,5th-6th,8,Married-civ-spouse,Prof-specialty,White,Female,0,0,20,0
47,Without-pay,Assoc-acdm,12,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,0,0,18,0
45,Self-emp-not-inc,5th-6th,10,Married-civ-spouse,Sales,Black,Male,81045,0,72,0
76,Local-gov,Assoc-voc,3,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,23,0
82,Self-emp-inc,Bachelors,13,Never-married,Protective-serv,Other,Male,0,0,31,0
70,Without-pay,Prof-school,9,Divorced,Sales,Black,Female,0,23432,49,0
52,Self-emp-inc,9th,8,Married-civ-spouse,Exec-managerial,Amer-Indian-Eskimo,Male,0,0,18,0
63,Local-gov,1st-4th,7,Married-spouse-absent,Farming-fishing,Other,Male,0,0,53,0
40,Self-emp-inc,Masters,10,Widowed,Prof-specialty,Other,Male,0,0,34,0
21,Private,11th,13,Separated,Other-service,Asian-Pac-Islander,Male,56878,0,26,0
68,Without-pay,Preschool,13,Separated,Tech-support,Asian-Pac-Islander,Female,0,19421,45,0
50,Without-pay,9th,12,Divorced,Priv-house-serv,Asian-Pac-Islander,Female,0,0,32,0
21,Without-pay,5th-6th,14,Widowed,Prof-specialty,Other,Female,0,0,37,0
56,Self-emp-not-inc,11th,2,Married-spouse-absent,Prof-specialty,White,Male,0,0,69,0
73,Private,Prof-school,3,Never-married,Farming-fishing,Asian-Pac-Islander,Male,0,0,61,0
78,Self-emp-not-inc,9th,12,Married-spouse-absent,Machine-op-inspct,Amer-Indian-Eskimo,Female,0,0,33,0
86,Private,Bachelors,13,Divorced,Craft-repair,Other,Female,70371,40468,47,0
46,Self-emp-not-inc,12th,14,Married-civ-spouse,Armed-Forces,White,Male,0,0,58,0
29,Federal-gov,HS-grad,10,Never-married,Handlers-cleaners,Black,Male,0,0,27,0
48,Private,Masters,10,Married-civ-spouse,Priv-house-serv,White,Female,75876,0,66,0
89,Private,Some-college,15,Separated,Prof-specialty,White,Male,0,0,74,0
45,Without-pay,11th,15,Widowed,Machine-op-inspct,Black,Female,63025,0,34,0
78,Private,Prof-school,15,Separated,Priv-house-serv,White,Male,0,24084,20,0
76,State-gov,Bachelors,12,Widowed,Priv-house-serv,Amer-Indian-Eskimo,Male,0,43781,16,0
23,Federal-gov,Some-college,10,Divorced,Tech-support,Asian-Pac-Islander,Male,0,8438,34,0
20,Without-pay,5th-6th,9,Married-civ-spouse,Transport-moving,Other,Female,0,0,76,0
71,Private,Assoc-acdm,7,Married-spouse-absent,Protective-serv,Black,Female,0,0,80,0
79,Self-emp-not-inc,Some-college,6,Widowed,Exec-managerial,Black,Female,0,0,37,0
37,Without-pay,Masters,15,Divorced,Exec-managerial,Asian-Pac-Islander,Female,13093,0,66,0
40,Without-pay,Masters,13,Divorced,Protective-serv,White,Male,0,0,100,0
49,Self-emp-not-inc,Preschool,3,Married-spouse-absent,Exec-managerial,White,Male,0,46178,42,0
24,Self-emp-inc,1st-4th,2,Married-spouse-absent,Handlers-cleaners,Amer-Indian-Eskimo,Female,34055,0,32,0
29,State-gov,11th,11,Widowed,Tech-support,Black,Female,93663,23520,50,0
77,State-gov,10th,13,Widowed,Craft-repair,White,Male,0,0,44,0
26,Federal-gov,Some-college,2,Separated,Exec-managerial,Other,Male,47214,0,11,0
53,State-gov,Preschool,4,Widowed,Tech-support,Black,Female,0,0,32,0
25,Self-emp-inc,Assoc-voc,12,Separated,Craft-repair,Other,Female,0,0,29,0
34,Self-emp-inc,9th,15,Divorced,Sales,Other,Male,0,0,6,0
33,State-gov,9th,14,Separated,Prof-specialty,Asian-Pac-Islander,Male,0,0,32,0
32,Self-emp-inc,9th,9,Divorced,Tech-support,Amer-Indian-Eskimo,Female,0,29333,39,0
53,State-gov,5th-6th,7,Divorced,Other-service,White,Female,0,0,19,0
62,Federal-gov,Assoc-acdm,5,Widowed,Exec-managerial,Black,Male,0,0,93,0
25,Local-gov,9th,5,Married-AF-spouse,Other-service,White,Female,0,0,36,0
76,State-gov,Masters,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,81,0
84,State-gov,Doctorate,8,Never-married,Handlers-cleaners,White,Female,0,0,37,0
57,Without-pay,9th,10,Divorced,Handlers-cleaners,Black,Male,0,0,27,0
86,Federal-gov,Doctorate,1,Married-civ-spouse,Armed-Forces,Amer-Indian-Eskimo,Male,0,0,15,0
77,Self-emp-not-inc,Prof-school,12,Married-civ-spouse,Exec-managerial,Other,Female,0,0,52,0
85,Self-emp-inc,11th,4,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,20,0
40,Self-emp-not-inc,5th-6th,10,Never-married,Handlers-cleaners,Amer-Indian-Eskimo,Female,0,0,55,0
74,State-gov,5th-6th,16,Married-AF-spouse,Protective-serv,Black,Male,0,0,52,0
51,Self-emp-inc,Doctorate,3,Married-spouse-absent,Prof-specialty,Other,Male,0,0,78,0
54,Self-emp-inc,Bachelors,13,Never-married,Craft-repair,White,Male,0,0,58,0
43,Private,Doctorate,10,Married-civ-spouse,Handlers-cleaners,Asian-Pac-Islander,Male,0,0,32,0
86,Private,Assoc-acdm,11,Separated,Farming-fishing,Amer-Indian-Eskimo,Female,0,0,99,0
80,Self-emp-not-inc,10th,13,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,23,0
79,Without-pay,12th,2,Separated,Other-service,Asian-Pac-Islander,Male,0,0,33,0
39,Private,9th,14,Married-AF-spouse,Sales,Amer-Indian-Eskimo,Female,0,2475,67,0
59,Private,Some-college,3,Divorced,Craft-repair,White,Male,0,0,71,0
41,Private,Bachelors,4,Never-married,Sales,Black,Male,0,0,21,0
43,Federal-gov,Doctorate,14,Never-married,Exec-managerial,Asian-Pac-Islander,Male,0,0,93,0
33,Self-emp-inc,Prof-school,4,Separated,Tech-support,Asian-Pac-Islander,Female,0,0,10,0
47,Private,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Other,Male,0,0,3,0
56,Without-pay,12th,12,Married-spouse-absent,Other-service,Black,Female,0,0,27,0
34,State-gov,Doctorate,1,Never-married,Sales,Black,Male,0,0,5,0
41,Self-emp-inc,11th,4,Married-civ-spouse,Tech-support,Black,Male,0,0,12,0
40,State-gov,Assoc-acdm,13,Never-married,Priv-house-serv,Other,Male,0,0,75,0
44,State-gov,5th-6th,6,Married-spouse-absent,Sales,Other,Male,0,0,56,0
83,Local-gov,Bachelors,10,Separated,Priv-house-serv,White,Female,0,0,57,0
52,Without-pay,Bachelors,6,Divorced,Machine-op-inspct,Other,Male,0,0,32,0
50,Without-pay,12th,7,Separated,Transport-moving,White,Female,0,0,88,0
35,Local-gov,11th,4,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,0,0,19,0
17,State-gov,HS-grad,6,Never-married,Handlers-cleaners,Asian-Pac-Islander,Female,0,0,16,0
71,State-gov,Preschool,2,Separated,Farming-fishing,Asian-Pac-Islander,Female,74781,0,89,0
86,State-gov,9th,15,Married-AF-spouse,Tech-support,White,Female,0,0,79,0
69,Self-emp-inc,7th-8th,9,Widowed,Other-service,Other,Male,0,0,9,0
53,State-gov,Masters,16,Never-married,Handlers-cleaners,Black,Male,0,0,11,0
48,Self-emp-inc,12th,6,Married-AF-spouse,Protective-serv,Amer-Indian-Eskimo,Female,0,40877,25,0
79,Self-emp-inc,9th,6,Married-AF-spouse,Tech-support,White,Female,46928,0,64,0
62,State-gov,10th,1,Married-AF-spouse,Craft-repair,Black,Female,0,0,15,0
56,Self-emp-not-inc,Bachelors,11,Never-married,Exec-managerial,Black,Female,0,0,44,0
38,Self-emp-inc,Doctorate,6,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,0,0,36,0
63,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,0,0,1,0
88,Private,Assoc-acdm,1,Married-spouse-absent,Transport-moving,White,Female,0,0,36,0
36,Local-gov,Assoc-voc,6,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,0,0,21,0
87,Self-emp-not-inc,Prof-school,7,Widowed,Handlers-cleaners,Other,Female,0,0,5,0
76,Local-gov,Some-college,12,Married-civ-spouse,Farming-fishing,Black,Female,0,0,47,0
77,Local-gov,Assoc-acdm,13,Married-AF-spouse,Craft-repair,Black,Female,0,8036,99,0
78,Without-pay,HS-grad,1,Married-AF-spouse,Other-service,Other,Female,0,0,41,0
52,Self-emp-inc,Assoc-voc,7,Married-AF-spouse,Transport-moving,White,Female,0,0,20,0
65,Self-emp-not-inc,10th,16,Separated,Transport-moving,Black,Male,0,0,65,0
62,Private,1st-4th,6,Married-AF-spouse,Farming-fishing,Black,Male,0,0,70,0
34,Local-gov,1st-4th,15,Married-spouse-absent,Other-service,Other,Male,0,0,39,0
35,Local-gov,1st-4th,11,Married-AF-spouse,Transport-moving,Black,Female,0,0,25,0
17,Local-gov,5th-6th,8,Separated,Craft-repair,Asian-Pac-Islander,Male,0,0,3,0
36,Federal-gov,11th,14,Married-AF-spouse,Sales,Other,Male,45847,0,37,0
49,State-gov,5th-6th,9,Divorced,Machine-op-inspct,Asian-Pac-Islander,Female,0,0,36,0
30,Local-gov,9th,5,Married-AF-spouse,Transport-moving,Black,Male,72508,22877,5,0
39,Federal-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Female,0,0,6,0
46,Local-gov,11th,13,Married-spouse-absent,Transport-moving,Other,Female,0,0,25,0
75,Self-emp-inc,9th,6,Married-civ-spouse,Sales,White,Female,0,48601,47,0
77,Private,9th,14,Married-AF-spouse,Handlers-cleaners,White,Female,0,0,67,0
22,Federal-gov,5th-6th,6,Married-spouse-absent,Protective-serv,White,Female,0,0,5,0
32,Without-pay,10th,14,Married-AF-spouse,Prof-specialty,White,Male,0,0,47,0
65,Local-gov,11th,10,Divorced,Exec-managerial,Other,Male,0,0,84,0
