id_reclamo,fecha,banco,area,texto
387,2025-04-25,BancoAndes,post_venta,"EL EQUIPO DE SEGUIMIENTO NO ME DA SOPORTE CON MIS DUDAS DESPUÉS DE CONTRATAR EL PRODUCTO ESTA SEMANA.
Enviado desde mi iPhone"
388,2025-04-25,BancoAndes,post_venta,El área de post venta no responde mis consultas de seguimiento sobre el crédito que ya tengo sin que nadie del banco se haga responsable en las últimas semanas.
389,2025-04-25,BancoAndes,post_venta,El equipo de seguimiento no resuelve mi duda sobre el estado de mi solicitud ya aprobada en las últimas semanas.
390,2025-04-25,BancoAndes,ventas,ALGUIEN DEL EQUIPO DE VENTAS DE BANCOANDES SIGUIÓ LLAMANDO DESPUÉS DE QUE LE DIJE QUE NO ME INTERESABA AYER.
391,2025-04-26,BancoAndes,tecnologia,La aplicacion de BancoAndes muestra informacion desactualizada de mi cuenta el mes pasado.
392,2025-04-26,bancoandes,ventas,<p>Un representante de ventas de BancoAndes me ofreció una tarjeta con beneficios que después no eran reales en las últimas semanas.</p> Mi rut es 11.669.226-8.
393,2025-04-26,BancoAndes,fraude_seguridad,Un desconocido cambió mi clave de BancoAndes sin que yo lo hiciera y hasta ahora nadie me ha dado una solución.
394,2025-04-26,BancoAndes,fraude_seguridad,Un desconocido intentó estafarme haciéndose pasar por un ejecutivo de BancoAndes y no encuentro cómo resolverlo en las últimas semanas. Mi rut es 23.861.338-4.
395,2025-04-26,BANCOANDES,cobranza,EL  AREA  COMERCIAL NO HA ACTIVADO EL BENEFICIO QUE ME OFRECIERON  AL ABRIR LA CUENTA  Y NO ENCUENTRO  COMO RESOLVERLO  ESTA SEMANA.
396,2025-04-26,BancoAndes,pre_venta,"Un asesor de BancoAndes no supo responder mis dudas sobre las condiciones del préstamo y esto ya me tiene bastante molesto durante el fin de semana...
Enviado desde mi celular Samsung Mi rut es 14.984.294-9."
397,2025-04-27,BancoAndes,tecnologia,El portal de clientes de BancoAndes no permite descargar mis comprobantes de pago y sigo esperando una respuesta.
398,2025-04-27,BancoAndes,post_venta,El equipo de seguimiento no responde mis llamadas desde que contrate el seguro y esto ya me tiene bastante molesto ayer.
399,2025-04-27,Banco  Andes ,post_venta,	El equipo  de  seguimiento no responde mis  llamadas  desde  que contraté  el seguro y hasta ahora  nadie me ha dado una solución.   
400,2025-04-28,Banco  Andes ,tecnologia,La banca en línea de BancoAndes se congela cada vez que intento hacer una transferencia durante el fin de semana. Mi rut es 22.685.908-3.
401,2025-04-28,BancoAndes,tecnologia,"	El sitio  web de BancoAndes  no  me  permite autenticarme desde el celular y  hasta ahora nadie me  ha dado  una  solución.
Gracias, espero respuesta pronto."
402,2025-04-28,BancoAndes,tecnologia,	La  clave digital  de BancoAndes no carga  mis transacciones  recientes  esta  semana.   
403,2025-04-28,BancoAndes,cobranza,	BancoAndes  de BancoAndes me está  cobrando  una multa que  no está justificada durante  el  fin de semana.    Mi rut es 23.938.204-5.
404,2025-04-28,Banco  Andes ,cobranza,El&nbsp;área de cobranza de BancoAndes no corrige un error de facturación que ya reporté esta semana.
405,2025-04-28,BancoAndes,post_venta,El servicio de soporte no responde mis consultas de seguimiento sobre el crédito que ya tengo y esto ya me tiene bastante molesto el mes pasado.
406,2025-04-28,BancoAndes,ventas,"Un&nbsp;ejecutivo de ventas de BancoAndes me ofreció condiciones distintas a las que después aparecieron en el contrato y no encuentro cómo resolverlo ayer.
Enviado desde mi iPhone"
407,2025-04-28,Banco  Andes ,fraude_seguridad,UNA PERSONA NO AUTORIZADA INTENTÓ ESTAFARME HACIÉNDOSE PASAR POR UN EJECUTIVO DE BANCOANDES Y HASTA AHORA NADIE ME HA DADO UNA SOLUCIÓN HACE UNOS DÍAS. ⏳
408,2025-04-28,BancoAndes,fraude_seguridad,No sé quién me contactó por phishing usando el nombre de BancoAndes.
409,2025-04-28,BancoAndes,pre_venta,El área comercial de BancoAndes no me explicó bien los requisitos antes de postular a la tarjeta.
410,2025-04-28,BancoAndes,pre_venta,	Alguien del equipo  de informaciones de BancoAndes no  me explicó las diferencias  entre los planes disponibles lo cual me  parece una falta  de respeto hacia el cliente.   
411,2025-04-29,BancoAndes,tecnologia,EL SISTEMA DE BANCOANDES NO ME PERMITE AUTENTICARME DESDE EL CELULAR HACE UNOS DÍAS. ⏳
412,2025-04-29,BancoAndes,tecnologia,	La  banca  en  linea de BancoAndes  se demora muchisimo  en cargar  cualquier  operacion ayer.
413,2025-04-29,BancoAndes,cobranza,	BancoAndes  de BancoAndes  no corrige  un error de facturación que  ya  reporté.   
414,2025-04-29,bancoandes,comercial,BancoAndes aplicó  condiciones  distintas a las  que figuraban en la propuesta comercial  y  no  encuentro cómo resolverlo.
415,2025-04-29,Banco  Andes ,comercial,El área comercial aplicó condiciones distintas a las que figuraban en la propuesta comercial sin que nadie del banco se haga responsable durante el fin de semana. Pueden contactarme al +56 9 6023 4405.
416,2025-04-29,BancoAndes,pre_venta,UN ASESOR DE BANCOANDES TARDÓ SEMANAS EN RESPONDER MI CONSULTA INICIAL Y HASTA AHORA NADIE ME HA DADO UNA SOLUCIÓN!!
417,2025-04-29,Banco Andes,pre_venta,Un asesor de BancoAndes me remitió a distintas áreas sin darme una respuesta clara lo cual me parece una falta de respeto hacia el cliente esta semana???
418,2025-04-30,BancoAndes,cobranza,Nadie en el área de cobranza de BancoAndes me cobró un interés más alto del que se había acordado lo cual me parece una falta de respeto hacia el cliente.
419,2025-04-30,BancoAndes,post_venta,Nadie en BancoAndes no me explica cómo usar el producto que contraté hace poco lo cual me parece una falta de respeto hacia el cliente el mes pasado.
420,2025-04-30,BancoAndes,fraude_seguridad,<p>Un tercero hizo compras con mi tarjeta de BancoAndes que yo nunca autoricé sin que nadie del banco se haga responsable.</p>
421,2025-04-30,BancoAndes,fraude_seguridad,Alguien logró acceder a mi banca en línea de BancoAndes sin mi consentimiento y no encuentro cómo resolverlo.
422,2025-04-30,BancoAndes,cobranza,Cobranza de BancoAndes  está  aplicando condiciones distintas a las que  me  ofreció el área comercial!!
423,2025-04-30,BancoAndes,tecnologia,La banca en línea de BancoAndes me muestra un error extraño justo después de una alerta de seguridad.
424,2025-05-01,BancoAndes,tecnologia,El sitio web de BancoAndes no me permite autenticarme desde el celular esta semana!!
425,2025-05-01,BancoAndes,tecnologia,La aplicación de BancoAndes se demora muchísimo en cargar cualquier operación hace unos días??? Mi rut es 10.531.746-5.
426,2025-05-01,BancoAndes,tecnologia,La  clave  digital  de BancoAndes  no genera mi  cartola mensual  y no  encuentro cómo  resolverlo. Pueden contactarme al +56 9 2884 3185.
427,2025-05-01,BancoAndes,cobranza,	El área  de  cobranza de BancoAndes no  responde mi  solicitud de repactación  de deuda sin  que nadie del banco  se  haga responsable  hace unos  días. N° de reclamo anterior: RC-11880.
428,2025-05-01,BancoAndes,cobranza,El departamento de cobranza de BancoAndes me cobró dos veces la misma cuota lo cual me parece una falta de respeto hacia el cliente ayer.
429,2025-05-01,Banco Andes,cobranza,El área de cobranza de BancoAndes no acepta renegociar mi deuda en condiciones razonables ayer.
430,2025-05-01,BancoAndes,ventas,Un representante de ventas de BancoAndes me llamó para renovarme un producto sin mi autorización sin que nadie del banco se haga responsable.
431,2025-05-01,BancoAndes,comercial,"BancoAndes no reconoce el descuento por cliente antiguo que me habían asegurado hace unos días.<br>
--
Atte, cliente BancoAndes"
432,2025-05-01,bancoandes,pre_venta,	EL ÁREA COMERCIAL DE  BANCOANDES ME DIJO QUE  ME  LLAMARÍAN CON MÁS  INFORMACIÓN Y NUNCA  LO HICIERON Y  SIGO ESPERANDO UNA RESPUESTA ESTA SEMANA.
433,2025-05-02,BancoAndes,post_venta,El sistema de BancoAndes muestra información desactualizada de mi cuenta durante el fin de semana.
434,2025-05-02,BancoAndes,cobranza,El equipo de cobranza de BancoAndes no quiere regularizar mi deuda a pesar de que ya pagué el mes pasado.
435,2025-05-02,BancoAndes,cobranza,El area de cobranza de BancoAndes me amenaza con acciones legales por un monto incorrecto y no encuentro como resolverlo en las ultimas semanas.
436,2025-05-02,BancoAndes,fraude_seguridad,Alguien usó mi tarjeta de BancoAndes sin mi autorización en las últimas semanas.
437,2025-05-02,BancoAndes,fraude_seguridad,Un desconocido generó cargos fraudulentos en mi tarjeta de BancoAndes y sigo esperando una respuesta en las últimas semanas.
438,2025-05-02,bancoandes,fraude_seguridad,Un desconocido cambió mi clave  de  BancoAndes sin  que  yo lo hiciera  y no  encuentro cómo resolverlo.   !!! 😤
439,2025-05-02,BancoAndes,pre_venta,El servicio de atención de BancoAndes ignoró mi consulta sobre los requisitos de un crédito hipotecario.
440,2025-05-03,BancoAndes,cobranza,El sitio web de BancoAndes lleva días caída y no puedo ver mis movimientos.
441,2025-05-03,BancoAndes,tecnologia,La clave digital de BancoAndes no me permite autenticarme desde el celular!! Mi rut es 19.384.306-6.
442,2025-05-03,BancoAndes,cobranza,El departamento de cobranza de BancoAndes me amenaza con acciones legales por un monto incorrecto hace unos días. 👎
443,2025-05-03,BancoAndes,post_venta,Nadie en BancoAndes no aclara mis dudas sobre las condiciones del credito ya contratado en las ultimas semanas!!!
444,2025-05-03,BancoAndes,post_venta,"EL SERVICIO DE SOPORTE NO RESPONDE MIS CONSULTAS DE SEGUIMIENTO SOBRE EL CRÉDITO QUE YA TENGO EN LAS ÚLTIMAS SEMANAS.
--
Atte, cliente BancoAndes"
445,2025-05-03,BancoAndes,post_venta,El servicio de soporte no me contacta para revisar cómo va mi producto contratado.
446,2025-05-03,BancoAndes,fraude_seguridad,Un tercero me contactó por phishing usando el nombre de BancoAndes. Mi rut es 15.234.224-2.
447,2025-05-03,BancoAndes,fraude_seguridad,	Alguien usó mi cuenta de  BancoAndes para retiros que yo  no hice y no  encuentro cómo resolverlo.
448,2025-05-03,BancoAndes,pre_venta,"El&nbsp;servicio de atención de BancoAndes me dijo que me llamarían con más información y nunca lo hicieron y esto ya me tiene bastante molesto.
--
Atte, cliente BancoAndes"
449,2025-05-03,BancoAndes,pre_venta,El área comercial de BancoAndes me pidió los mismos documentos varias veces sin avanzar y hasta ahora nadie me ha dado una solución?!
450,2025-05-04,BancoAndes,tecnologia,La banca en linea de BancoAndes no envia el codigo de verificacion para iniciar sesion durante el fin de semana?!
451,2025-05-04,BancoAndes,tecnologia,La aplicación de BancoAndes no genera mi cartola mensual y no encuentro cómo resolverlo!!
452,2025-05-04,BancoAndes,tecnologia,La clave digital de BancoAndes no envía el código de verificación para iniciar sesión y no encuentro cómo resolverlo.
453,2025-05-04,BancoAndes,ventas,Alguien del equipo de ventas de BancoAndes me contactó para venderme un seguro que no solicité y sigo esperando una respuesta ayer.
454,2025-05-04,BancoAndes,ventas,Un representante de ventas de BancoAndes me ofreció una tarjeta con beneficios que después no eran reales el mes pasado.
455,2025-05-04,BancoAndes,ventas,Un ejecutivo de ventas de BancoAndes insistió en ofrecerme un crédito de consumo sin que yo lo pidiera y sigo esperando una respuesta ayer.
456,2025-05-04,BancoAndes,comercial,El área comercial cambió mi plan comercial sin mi consentimiento y sigo esperando una respuesta.
457,2025-05-04,BancoAndes,comercial,	EL AREA COMERCIAL  NO CUMPLE CON  EL  BENEFICIO QUE  VENIA INCLUIDO EN  MI CUENTA ESTA SEMANA.    N° de reclamo anterior: RC-48505.
458,2025-05-04,BancoAndes,pre_venta,El area comercial de BancoAndes me remitio a distintas areas sin darme una respuesta clara esta semana.
459,2025-05-04,BancoAndes,pre_venta,Un asesor de BancoAndes no respondio mi solicitud de informacion sobre cuentas de ahorro.
460,2025-05-04,Banco  Andes ,pre_venta,El servicio de atencion de BancoAndes me remitio a distintas areas sin darme una respuesta clara ayer.
461,2025-05-05,BancoAndes,ventas,"ALGUIEN DEL EQUIPO DE VENTAS DE BANCOANDES ME OFRECIÓ CONDICIONES DISTINTAS A LAS QUE DESPUÉS APARECIERON EN EL CONTRATO DURANTE EL FIN DE SEMANA.
Enviado desde mi iPhone"
462,2025-05-05,BancoAndes,ventas,UN REPRESENTANTE DE VENTAS DE BANCOANDES ME OFRECIÓ CONDICIONES DISTINTAS A LAS QUE DESPUÉS APARECIERON EN EL CONTRATO EL MES PASADO.
463,2025-05-05,BancoAndes,fraude_seguridad,Alguien clonó mi tarjeta de BancoAndes y BancoAndes no reaccionó a tiempo el mes pasado.
464,2025-05-05,BancoAndes,fraude_seguridad,Alguien generó cargos fraudulentos  en mi  tarjeta de  BancoAndes  y  sigo  esperando una  respuesta el mes  pasado. Mi rut es 13.759.530-0.
465,2025-05-05,BancoAndes,comercial,Nadie en el área comercial no cumple las condiciones pactadas para la renovación de mi producto esta semana. N° de reclamo anterior: RC-97041.
466,2025-05-05,BancoAndes,pre_venta,El area comercial de BancoAndes no me aclaro cuales eran los documentos necesarios para postular y sigo esperando una respuesta.
467,2025-05-06,Banco  Andes ,tecnologia,La aplicación de BancoAndes no permite descargar mis comprobantes de pago lo cual me parece una falta de respeto hacia el cliente.
468,2025-05-06,BancoAndes,tecnologia,"El sistema de BancoAndes marca error de sistema constantemente y esto ya me tiene bastante molesto.
Gracias, espero respuesta pronto."
469,2025-05-06,bancoandes,post_venta,El equipo de cobranza de BancoAndes me cobra intereses que no corresponden a mi situación en las últimas semanas.
470,2025-05-06,BancoAndes,post_venta,El servicio de soporte dejó de responder después de que firmé el contrato en las últimas semanas!!!
471,2025-05-06,BancoAndes,fraude_seguridad,Una persona no autorizada obtuvo mis datos de  BancoAndes sin que  yo entregara esa  información ayer.   
472,2025-05-06,BancoAndes,fraude_seguridad,Un desconocido  vacio parte  de mi cuenta de BancoAndes y el  banco  no me  ha devuelto el dinero y esto ya me tiene bastante molesto.
473,2025-05-06,BancoAndes,comercial,	El ejecutivo comercial no  honra  la  promoción con la que  me  convencieron  de cambiarme de banco y  sigo  esperando  una respuesta ayer. N° de reclamo anterior: RC-38427.
474,2025-05-06,BancoAndes,comercial,El equipo comercial no respeta  el plan comercial que acordamos por escrito  en las  últimas semanas.    Pueden contactarme al +56 9 6094 3162.
475,2025-05-06,BancoAndes,comercial,BANCOANDES NO HONRA LA PROMOCIÓN CON LA QUE ME CONVENCIERON DE CAMBIARME DE BANCO SIN QUE NADIE DEL BANCO SE HAGA RESPONSABLE AYER.
476,2025-05-06,BancoAndes,ventas,Nadie en el área comercial no cumple las condiciones pactadas para la renovación de mi producto y sigo esperando una respuesta durante el fin de semana. 👎
477,2025-05-07,BancoAndes,cobranza,El área de cobranza de BancoAndes me cobró dos veces la misma cuota sin que nadie del banco se haga responsable. Pueden contactarme al +56 9 2531 3907.
478,2025-05-07,bancoandes,post_venta,El servicio de soporte no da seguimiento a mi reclamo anterior sobre el mismo producto lo cual me parece una falta de respeto hacia el cliente esta semana. Pueden contactarme al +56 9 4465 9170.
479,2025-05-07,BancoAndes,ventas,UN ASESOR COMERCIAL DE BANCOANDES INSISTIÓ EN OFRECERME UN CRÉDITO DE CONSUMO SIN QUE YO LO PIDIERA SIN QUE NADIE DEL BANCO SE HAGA RESPONSABLE.
480,2025-05-07,BancoAndes,ventas,Un representante de ventas de BancoAndes siguio llamando despues de que le dije que no me interesaba y no encuentro como resolverlo durante el fin de semana.
481,2025-05-07,BancoAndes,comercial,Nadie en el área comercial cambió las condiciones comerciales sin avisarme y esto ya me tiene bastante molesto durante el fin de semana.
482,2025-05-07,BANCOANDES,pre_venta,El servicio de atención de BancoAndes no me explicó bien los requisitos antes de postular a la tarjeta hace unos días. ⏳
483,2025-05-07,BancoAndes,pre_venta,<p>Un ejecutivo de BancoAndes no me aclaro cuales eran los documentos necesarios para postular.</p>
484,2025-05-08,BancoAndes,tecnologia,"El sitio web de BancoAndes lleva días caída y no puedo ver mis movimientos y sigo esperando una respuesta.
--
Atte, cliente BancoAndes"
485,2025-05-08,BancoAndes,tecnologia,"El sitio web de BancoAndes no genera mi cartola mensual y hasta ahora nadie me ha dado una solucion.
Gracias, espero respuesta pronto."
486,2025-05-08,BancoAndes,cobranza,"BancoAndes&nbsp;de BancoAndes no corrige un error de facturación que ya reporté esta semana.
Gracias, espero respuesta pronto."
487,2025-05-08,BancoAndes,cobranza,BancoAndes&nbsp;de BancoAndes me cobra intereses que no corresponden a mi situacion lo cual me parece una falta de respeto hacia el cliente.
488,2025-05-08,BancoAndes,post_venta,EL ÁREA DE POST VENTA ME DEJA SIN RESPUESTA DESPUÉS DE HABER ACEPTADO EL PRODUCTO EN LAS ÚLTIMAS SEMANAS. Mi rut es 12.923.512-9.
489,2025-05-08,BancoAndes,fraude_seguridad,Una persona no autorizada hizo compras con mi tarjeta de BancoAndes que yo nunca autorice y sigo esperando una respuesta esta semana.
490,2025-05-09,BancoAndes,tecnologia,La aplicación de BancoAndes  no me  permite autenticarme desde el celular sin  que nadie del banco  se haga responsable.
491,2025-05-09,BancoAndes,cobranza,El área de cobranza de BancoAndes sigue enviándome cartas de cobro por una deuda pagada esta semana.
492,2025-05-09,BancoAndes,cobranza,"Nadie en el área de cobranza de BancoAndes no actualiza mi historial después de pagar la deuda el mes pasado.
Enviado desde mi celular Samsung"
493,2025-05-09,bancoandes,cobranza,Alguien  del  equipo de  ventas de BancoAndes  insistió en ofrecerme un crédito de consumo sin  que yo lo pidiera hace  unos días.
494,2025-05-10,BancoAndes,tecnologia,La aplicacion de BancoAndes se congela cada vez que intento hacer una transferencia ayer.
495,2025-05-10,BancoAndes,cobranza,Nadie  en  el área de cobranza de  BancoAndes  me cobra comisiones que no estaban en el contrato original  el mes pasado. 👎
496,2025-05-10,BancoAndes,post_venta,El área de post venta dejó de responder después de que firmé el contrato y sigo esperando una respuesta.
497,2025-05-10,BANCOANDES,post_venta,El área de post venta no responde mis consultas de seguimiento sobre el crédito que ya tengo y hasta ahora nadie me ha dado una solución durante el fin de semana.
498,2025-05-10,BancoAndes,ventas,Un ejecutivo de ventas  de BancoAndes me presiono para  aceptar un producto  en la misma llamada y  esto  ya  me tiene bastante  molesto  el mes  pasado.   ???
499,2025-05-10,BancoAndes,fraude_seguridad,Un desconocido accedió a mi cuenta de BancoAndes sin que yo lo autorizara y no encuentro cómo resolverlo.
500,2025-05-10,BancoAndes,comercial,El área comercial no honra la promoción con la que me convencieron de cambiarme de banco en las últimas semanas. 😠
501,2025-05-11,BancoAndes,tecnologia,	El sistema de BancoAndes no envía  el código de verificación para  iniciar  sesión el mes pasado.   
502,2025-05-11,BancoAndes,post_venta,BancoAndes me deja sin respuesta  despues de  haber aceptado  el producto y  no encuentro como  resolverlo el mes  pasado.
503,2025-05-12,BancoAndes,post_venta,El equipo de seguimiento no me contacta para revisar cómo va mi producto contratado esta semana.
504,2025-05-12,BancoAndes,comercial,El equipo comercial no cumple con el beneficio que venía incluido en mi cuenta en las últimas semanas.
505,2025-05-12,BancoAndes,pre_venta,Alguien del equipo de informaciones de BancoAndes nunca me contactó después de pedir información sobre un crédito y no encuentro cómo resolverlo...
506,2025-05-13,BancoAndes,cobranza,"BancoAndes de BancoAndes sigue enviándome cartas de cobro por una deuda pagada y esto ya me tiene bastante molesto durante el fin de semana.
Gracias, espero respuesta pronto."
507,2025-05-13,BancoAndes,post_venta,	El área de  post venta no aclara mis dudas sobre las condiciones del crédito  ya contratado y hasta ahora  nadie me ha dado una solución. 🙄
508,2025-05-13,BancoAndes,post_venta,	Nadie en BancoAndes  no cumplió con el acompañamiento  que me prometieron al  contratar  en las últimas semanas.
509,2025-05-13,BANCOANDES,post_venta,El  área  de post  venta no me contacta para  revisar  cómo  va mi  producto  contratado y hasta ahora  nadie me ha dado una solución.    👎
510,2025-05-13,BancoAndes,ventas,Un asesor comercial de  BancoAndes siguió llamando  después  de que le dije  que no me interesaba y sigo  esperando una  respuesta ayer.   
511,2025-05-13,BancoAndes,ventas,Un asesor comercial de BancoAndes me ofrecio una tarjeta con beneficios que despues no eran reales el mes pasado.
512,2025-05-13,BancoAndes,fraude_seguridad,UN DESCONOCIDO CLONÓ MI TARJETA DE BANCOANDES Y BANCOANDES NO REACCIONÓ A TIEMPO Y SIGO ESPERANDO UNA RESPUESTA DURANTE EL FIN DE SEMANA. 😞
513,2025-05-13,BancoAndes,pre_venta,Un asesor de BancoAndes no me informo sobre los costos asociados antes de que decidiera sin que nadie del banco se haga responsable ayer.
514,2025-05-14,BancoAndes,cobranza,El área  de  cobranza de BancoAndes me cobró  dos  veces  la misma cuota y esto  ya me  tiene bastante molesto.   
515,2025-05-14,BancoAndes,ventas,Un  vendedor telefonico de BancoAndes  insistio en ofrecerme un credito de  consumo sin que yo  lo pidiera y hasta  ahora nadie me ha dado una solucion.
516,2025-05-14,BancoAndes,ventas,Alguien del equipo de ventas de BancoAndes siguio llamando despues de que le dije que no me interesaba y esto ya me tiene bastante molesto.
517,2025-05-14,BancoAndes,fraude_seguridad,Una persona no autorizada me contactó por phishing usando el nombre de BancoAndes y sigo esperando una respuesta.
518,2025-05-15,BancoAndes,tecnologia,El sistema de BancoAndes se cierra sola cada vez que intento pagar una cuenta y hasta ahora nadie me ha dado una solucion.
519,2025-05-15,BANCOANDES,post_venta,Nadie en BancoAndes no me entrega la informacion que me prometieron al firmar en las ultimas semanas.
520,2025-05-15,BancoAndes,ventas,Alguien del equipo de ventas de BancoAndes me presiono para aceptar un producto en la misma llamada y no encuentro como resolverlo durante el fin de semana.
521,2025-05-15,BancoAndes,ventas,<p>	Un  vendedor telefónico de  BancoAndes me contactó para venderme un seguro que  no solicité  ayer.   !!</p> N° de reclamo anterior: RC-26230.
522,2025-05-15,Banco  Andes ,comercial,EL ÁREA COMERCIAL NO QUIERE RENEGOCIAR LAS CONDICIONES DE MI CRÉDITO LO CUAL ME PARECE UNA FALTA DE RESPETO HACIA EL CLIENTE.
523,2025-05-15,BancoAndes,pre_venta,El servicio de atencion de BancoAndes me dio una cotizacion que despues no coincidia con la real durante el fin de semana?!
524,2025-05-15,BancoAndes,tecnologia,La app de BancoAndes no muestra mi crédito recién aprobado y no consigo que nadie lo revise.
525,2025-05-16,BancoAndes,tecnologia,	La  banca  en línea  de  BancoAndes se congela cada  vez que intento  hacer una  transferencia  el mes pasado.   
526,2025-05-16,BancoAndes,cobranza,El equipo de cobranza de BancoAndes me cobró dos veces la misma cuota y esto ya me tiene bastante molesto!!
527,2025-05-16,BancoAndes,fraude_seguridad,Alguien intentó estafarme haciéndose pasar por un ejecutivo de BancoAndes.
528,2025-05-16,BancoAndes,fraude_seguridad,No sé quién usó mi tarjeta de BancoAndes sin mi autorización hace unos días...
529,2025-05-16,BancoAndes,fraude_seguridad,Un desconocido intentó estafarme haciéndose pasar por un ejecutivo de BancoAndes en las últimas semanas. N° de reclamo anterior: RC-90031.
530,2025-05-16,BancoAndes,comercial,Nadie en el  area comercial no cumple con el beneficio que  venia incluido  en mi cuenta lo cual me parece  una falta de respeto hacia el cliente.
531,2025-05-17,BANCOANDES,tecnologia,	El portal de clientes  de BancoAndes  no reconoce  mi clave aunque la ingreso correctamente  lo cual me parece una falta de  respeto  hacia el cliente.   ?!
532,2025-05-17,BancoAndes,cobranza,BancoAndes de BancoAndes me cobró un interés más alto del que se había acordado durante el fin de semana.
533,2025-05-17,BancoAndes,post_venta,Nadie en BancoAndes no da seguimiento a mi reclamo anterior sobre el mismo producto sin que nadie del banco se haga responsable el mes pasado. 😠
534,2025-05-17,BancoAndes,ventas,Un vendedor telefónico de BancoAndes me ofreció una tarjeta con beneficios que después no eran reales!!
535,2025-05-17,BancoAndes,fraude_seguridad,Un desconocido cambió mi clave de BancoAndes sin que yo lo hiciera y no encuentro cómo resolverlo ayer.
536,2025-05-17,BancoAndes,fraude_seguridad,Un desconocido logró acceder a mi banca en línea de BancoAndes sin mi consentimiento y esto ya me tiene bastante molesto.
537,2025-05-17,BancoAndes,comercial,El área comercial no respeta el plan comercial que acordamos por escrito. 👎
538,2025-05-17,BancoAndes,ventas,	El  servicio de atención de BancoAndes ignoró mi  consulta  sobre los requisitos de un crédito  hipotecario y no encuentro cómo resolverlo  esta semana.   
539,2025-05-17,BancoAndes,pre_venta,Un ejecutivo de BancoAndes no me explicó bien los requisitos antes de postular a la tarjeta.
540,2025-05-18,BancoAndes,tecnologia,El sistema de BancoAndes se cierra sola cada vez que intento pagar una cuenta en las últimas semanas.
541,2025-05-18,BANCOANDES,tecnologia,El sistema de BancoAndes no carga mis transacciones recientes y no encuentro cómo resolverlo. 👎
542,2025-05-18,BancoAndes,cobranza,El equipo de cobranza de BancoAndes me esta  cobrando  una multa que no  esta  justificada  sin que  nadie  del banco se haga responsable.
543,2025-05-18,BancoAndes,tecnologia,BancoAndes de BancoAndes no responde mi solicitud de repactación de deuda durante el fin de semana.
544,2025-05-18,BancoAndes,post_venta,Nadie en BancoAndes no aclara mis dudas sobre las condiciones del crédito ya contratado y no encuentro cómo resolverlo!!!
545,2025-05-18,Banco  Andes ,ventas,Un representante de ventas de BancoAndes insistió en ofrecerme un crédito de consumo sin que yo lo pidiera esta semana. ⏳
546,2025-05-18,BancoAndes,ventas,Un asesor comercial de BancoAndes me contacto fuera de  horario  para  ofrecerme una tarjeta nueva sin  que  nadie del banco se  haga  responsable.
547,2025-05-18,BancoAndes,fraude_seguridad,Un tercero intentó estafarme haciéndose pasar por un ejecutivo de BancoAndes sin que nadie del banco se haga responsable?!
548,2025-05-18,BancoAndes,fraude_seguridad,Alguien uso mis datos para solicitar un producto en BancoAndes a mi nombre y sigo esperando una respuesta durante el fin de semana.
549,2025-05-19,BancoAndes,tecnologia,EL SISTEMA DE BANCOANDES LLEVA DÍAS CAÍDA Y NO PUEDO VER MIS MOVIMIENTOS AYER.
550,2025-05-19,BancoAndes,cobranza,"El área de cobranza de BancoAndes insiste en cobrar un monto que ya fue aclarado antes sin que nadie del banco se haga responsable esta semana.
Gracias, espero respuesta pronto."
551,2025-05-19,BANCOANDES,cobranza,"El área de cobranza de BancoAndes me está cobrando una multa que no está justificada sin que nadie del banco se haga responsable esta semana.
Enviado desde mi celular Samsung"
552,2025-05-19,BancoAndes,post_venta,	El área de post venta  no da seguimiento a mi reclamo anterior sobre el  mismo producto y hasta  ahora nadie me  ha dado una solución. 👎
553,2025-05-19,BancoAndes,ventas,Un  asesor comercial  de BancoAndes me llamó de un número  desconocido  para ofrecerme  un préstamo  y esto ya me tiene bastante  molesto ayer.    Pueden contactarme al +56 9 6207 7505.
554,2025-05-19,Banco  Andes ,fraude_seguridad,Un desconocido logro acceder a mi banca en linea de BancoAndes sin mi consentimiento y no encuentro como resolverlo ayer.
555,2025-05-19,BancoAndes,pre_venta,Un asesor de BancoAndes tardó semanas en responder mi consulta inicial!!!
556,2025-05-20,BancoAndes,tecnologia,La banca en línea de  BancoAndes no genera mi cartola mensual lo cual  me parece una falta de respeto hacia el  cliente.   !!
557,2025-05-20,BancoAndes,tecnologia,El sitio web de BancoAndes marca error de sistema constantemente sin que nadie del banco se haga responsable...
558,2025-05-20,bancoandes,cobranza,El equipo de cobranza de BancoAndes me cobró dos veces la misma cuota esta semana. Mi rut es 24.765.577-9.
559,2025-05-20,Banco  Andes ,cobranza,Nadie en el área de cobranza de BancoAndes no reconoce el pago que ya realicé esta semana.
560,2025-05-20,BancoAndes,post_venta,BancoAndes no me da soporte con mis dudas después de contratar el producto y sigo esperando una respuesta hace unos días.
561,2025-05-20,BancoAndes,ventas,Un representante de ventas de BancoAndes me contactó varias veces el mismo día ofreciéndome productos distintos y esto ya me tiene bastante molesto.
562,2025-05-20,Banco  Andes ,ventas,Un vendedor telefónico de BancoAndes me presionó para aceptar un producto en la misma llamada esta semana!!!
563,2025-05-21,Banco  Andes ,tecnologia,<p>El sitio web de BancoAndes no procesa correctamente mis pagos programados y sigo esperando una respuesta.</p>
564,2025-05-21,BANCOANDES,tecnologia,La banca en línea de BancoAndes no carga mis transacciones recientes y sigo esperando una respuesta esta semana.
